# Species	Genes	Alg.-Conn.	babesia_bigemina_protein.faa	babesia_bovis_T2Bo_protein.faa	babesia_microti_strain_RI_protein.faa	babesia_ovata_protein.faa	babesia_sp._Xinjiang_protein.faa	besnoitia_besnoiti_protein.faa	cryptosporidium_felis_protein.faa	cryptosporidium_hominis_TU502_protein.faa	cryptosporidium_muris_RN66_protein.faa	cryptosporidium_parvum_Iowa_II_protein.faa	cryptosporidium_ubiquitum_protein.faa	eimeria_acervulina_protein.faa	eimeria_brunetti_protein.faa	eimeria_maxima_protein.faa	eimeria_mitis_protein.faa	eimeria_necatrix_protein.faa	eimeria_praecox_protein.faa	eimeria_tenella_protein.faa	gregarina_niphandrodes_protein.faa	neospora_caninum_Liverpool_protein.faa	plasmodium_berghei_ANKA_protein.faa	plasmodium_chabaudi_protein.faa	plasmodium_coatneyi_protein.faa	plasmodium_cynomolgi_protein.faa	plasmodium_falciparum_protein.faa	plasmodium_fragile_protein.faa	plasmodium_gaboni_protein.faa	plasmodium_gallinaceum_protein.faa	plasmodium_inui_San_Antonio_1_protein.faa	plasmodium_knowlesi_protein.faa	plasmodium_malariae_protein.faa	plasmodium_reichenowi_protein.faa	plasmodium_relictum_protein.faa	plasmodium_sp._gorilla_clade_G2_protein.faa	plasmodium_vinckei_protein.faa	plasmodium_vivax_protein.faa	plasmodium_yoelii_protein.faa	porospora_cf._gigantea_A_protein.faa	porospora_cf._gigantea_B_protein.faa	theileria_annulata_protein.faa	theileria_equi_strain_WA_protein.faa	theileria_orientalis_strain_Shintoku_protein.faa	theileria_parva_strain_Muguga_protein.faa	toxoplasma_gondii_ME49_protein.faa	type	number_of_genoms	number_of_proteins	number_of_genus	function
25	25	0.00386	CDR96132.1	EDO05177.1	*	GBE62640.1	ORM42058.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC56654.1	CDR13984.1	ANQ09327.1	GAB67314.1	CAG25056.1	KJP88152.1	KYO01939.1	CRG93820.1	EUD68557.1	CAA9989086.1	SCO93141.1	KYO01124.1	CRH00894.1	SOV12653.1	VEV57359.1	EDL46528.1	VTZ79520.1	*	*	CAJ20064.1	AFZ80557.1	BAM38575.1	EAN33292.2	*	full_gca_44	25	25	3	conserved Plasmodium protein, unknown function
25	25	0.00319	CDR95317.1	*	SJK86148.1	GBE61478.1	ORM40823.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC57874.1	CDR15914.1	ANQ09800.1	GAB67721.1	CAD52479.1	KJP86332.1	KYN97130.1	CRG95063.1	EUD67651.1	CAA9989984.1	SCO93711.1	KYN94774.1	CRH01735.1	SOV17948.1	VEV58577.1	EDL44400.1	VTZ80912.1	*	*	CAI76580.1	AFZ81349.1	BAM41991.1	KAF5153256.1	*	full_gca_44	25	25	3	conserved Plasmodium protein, unknown function
25	25	0.00259	*	*	*	*	*	PFH32520.1	KAF7456808.1	EAL36667.1	EEA05435.1	EAK87493.1	OII70974.1	*	*	*	*	*	*	*	*	CBZ51401.1	VUC53797.1	CDR10458.1	ANQ08919.1	GAB67469.1	CAG25246.2	KJP88939.1	KYO01772.1	CRG93656.1	EUD66343.1	CAA9989253.1	SCO93300.1	KYO00954.1	CRH01058.1	SOV12416.1	VEV54464.1	EDL46373.1	VTZ71501.1	*	*	*	*	*	*	EPT27468.1	full_gca_44	25	25	5	spindle assembly abnormal protein 6, putative
26	26	0.00133	CDR96966.1	EDO08136.1	CCF75729.1	GBE59037.1	ORM40083.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC54436.1	CDS45781.1	ANQ07200.1	GAB65393.1	CZT98436.1	KJP86190.1	KYN99561.1	CRG97194.1	EUD64932.1	CAA9987074.1	SBT85676.1	KYN97635.1	CRG99042.1	SOV14873.1	VEV55144.1	EDL42988.1	VTZ74072.1	*	*	CAI74604.1	AFZ79273.1	BAM40111.1	EAN32662.1	*	full_gca_44	26	26	3	serine/threonine protein phosphatase 8, putative
26	26	0.00456	*	*	*	*	*	PFH35344.1	*	*	*	*	*	CDI76626.1	CDJ52903.1	CDJ59666.1	CDJ28358.1	CDJ63696.1	CDI73890.1	CDJ40493.1	*	CBZ50104.1	VUC54986.1	CDR12075.1	ANQ06683.1	GAB65147.1	VWP74515.1	KJP89553.1	KYO00838.1	CRG93473.1	EUD67073.1	CAA9990225.1	SBT87350.1	*	CRH03712.1	SOV13794.1	VEV55682.1	EDL45188.1	VTZ76303.1	*	*	*	*	*	*	EPT32081.1	full_gca_44	26	26	5	lipase maturation factor, putative
24	24	0.0365	CDR97517.1	*	*	*	ORM42298.1	PFH36513.1	*	*	*	*	*	*	*	*	*	*	*	*	*	CBZ51529.1	VUC54335.1	CDR11306.1	*	GAB66204.1	CAX64429.1	KJP89665.1	KYO03247.1	CRG95356.1	EUD65640.1	CAA9987932.1	SCN12304.1	KYO02621.1	CRG99798.1	SOV10871.1	VEV55023.1	EDL43421.1	VTZ73368.1	*	*	CAI75724.1	EKX73315.1	BAM41039.1	EAN31249.1	*	full_gca_44	24	24	5	apicoplast conserved ycf19 protein precursor, unknown function
32	32	0.0288	CDR94905.1	EDO06044.1	SJK86070.1	GBE61881.1	*	PFH37525.1	KAF7458198.1	EAL35169.1	EEA05093.1	EAK89569.1	OII72785.1	*	*	*	*	*	*	*	*	*	VUC54976.1	CDS47461.1	ANQ06760.1	GAB65137.1	CAD51117.1	KJP89543.1	KYO00845.1	CRG93483.1	EUD67083.1	CAA9990235.1	SBT87340.1	KYN99345.1	CRH03722.1	SOV13804.1	VEV55672.1	EDL45179.1	VTZ76283.1	*	*	CAI76531.1	AFZ81401.1	BAM42043.1	EAN31849.2	EPT24631.1	full_gca_44	32	32	6	conserved Plasmodium protein, unknown function
29	29	0.0151	*	*	*	*	*	PFH37913.1	KAF7458143.1	EAL37523.1	EEA06810.1	EAK90440.1	OII75032.1	*	*	*	*	CDJ68128.1	*	CDJ39907.1	*	CBZ52966.1	VUC58602.1	CDR17057.1	ANQ10829.1	GAB69221.1	CZT99552.1	KJP87420.1	KYN98187.1	CRG97030.1	EUD66104.1	CAA9991188.1	SCP03675.1	KYN95500.1	CRH02820.1	SOV17041.1	VEV59315.1	EDL44202.1	VTZ81873.1	KAH0478081.1	KAH0488041.1	*	*	*	*	EPT29393.1	full_gca_44	29	29	7	conserved Plasmodium protein, unknown function
25	25	0.0257	CDR95116.1	EDO06221.1	CCF75906.1	GBE61661.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC57245.1	CDR14908.1	ANQ08747.1	GAB66869.1	CAD51564.1	KJP87541.1	KYO02395.1	CRG92969.1	EUD68320.1	CAA9988638.1	SCN44789.1	KYO01599.1	CRH00465.1	SOV11779.1	VEV57957.1	EDL44031.1	VTZ80179.1	*	*	CAI76353.1	AFZ81164.1	BAM42220.1	EAN31659.1	*	full_gca_44	25	25	3	conserved Plasmodium protein, unknown function
37	37	0.0131	CDR94638.1	EDO07481.1	CCF76016.1	GBE60205.1	ORM39578.1	PFH32558.1	*	EAL35103.1	*	*	*	CDI77975.1	CDJ48828.1	CDJ60348.1	CDJ35937.1	CDJ64322.1	CDI75483.1	CDJ39945.1	*	CBZ50480.1	VUC56642.1	CDR13966.1	ANQ08993.1	GAB67326.1	CAG25044.1	KJP88140.1	KYO01925.1	CRG93808.1	EUD68545.1	CAA9989098.1	SCO93153.1	KYO01110.1	CRH00906.1	SOV12641.1	VEV57347.1	EDL46516.1	VTZ79508.1	*	*	CAI72912.1	EKX74248.1	BAM39665.1	EAN34418.2	EPT31629.1	full_gca_44	37	37	8	ferredoxin--NADP reductase, putative
26	26	0.00785	*	*	CCF73669.1	*	*	*	KAF7457489.1	*	EEA08478.1	EAK88644.1	OII71384.1	*	*	*	*	*	*	*	*	*	VUC55628.1	CDR11999.1	ANQ08094.1	GAB66674.1	CZT99066.1	KJP90291.1	KYN99038.1	CRG96453.1	EUD67249.1	CAA9988424.1	SCN12918.1	KYN96739.1	CRH00274.1	SOV16012.1	VEV56576.1	EDL45787.1	VTZ78293.1	*	*	CAI74707.1	AFZ79138.1	BAM39985.1	EAN32563.2	*	full_gca_44	26	26	4	P-loop containing nucleoside triphosphate hydrolase, putative
26	26	0.0103	CDR95087.1	EDO06205.1	SIO73148.1	GBE61691.1	ORM41489.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC58125.1	CDR16364.1	ANQ10055.1	GAB68748.1	CAD52215.1	KJP90069.1	KYN96883.1	CRG97469.1	EUD68769.1	CAA9990684.1	SCP03194.1	KYN94522.1	CRH02329.1	SOV17419.1	VEV58842.1	EDL47283.1	VTZ81397.1	*	*	CAI76419.1	AFZ81191.1	BAM42198.1	EAN31731.1	*	full_gca_44	26	26	3	CCAAT-binding transcription factor, putative
26	26	0.00179	CDR94737.1	EDO07545.1	SJK86352.1	GBE60117.1	ORM39521.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC54167.1	CDR11058.1	ANQ06407.1	GAB64939.1	CZT98175.1	KJP87352.1	KYO03592.1	CRG94364.1	EUD66751.1	CAA9986687.1	SBT86467.1	KYO03087.1	CRG98689.1	SOV10614.1	VEV54866.1	EDL43158.1	VTZ72600.1	*	*	CAI72978.1	EKX74311.1	BAM39605.1	EAN34354.2	*	full_gca_44	26	26	3	conserved Plasmodium protein, unknown function
28	28	0.0113	*	*	*	*	*	PFH35405.1	*	*	EEA07450.1	*	*	*	CDJ47957.1	*	CDJ34969.1	CDJ68546.1	CDI86700.1	CDJ44043.1	*	CBZ50143.1	VUC57206.1	CDR14849.1	ANQ09257.1	GAB67391.1	CAG25398.1	KJP88072.1	KYO01858.1	CRG93741.1	EUD68478.1	CAA9989165.1	SCO93219.1	KYO01045.1	CRH00973.1	SOV12574.1	VEV57918.1	EDL46448.1	VTZ80140.1	KAH0475250.1	KAH0474645.1	*	*	*	*	EPT32128.1	full_gca_44	28	28	7	pyridoxal kinase
25	25	0.00559	*	*	*	*	*	PFH38704.1	*	*	*	*	*	CDI81425.1	CDJ46565.1	CDJ57879.1	CDJ27760.1	*	CDI74350.1	*	*	CBZ53334.1	VUC58291.1	CDR16612.1	ANQ09442.1	GAB68911.1	CAD51231.2	KJP85585.1	KYO00737.1	CRG97641.1	EUD68937.1	CAA9990856.1	SCP03362.1	KYN99233.1	CRH02501.1	SOV13615.1	VEV59007.1	EDL47447.1	VTZ81563.1	*	*	*	*	*	*	EPT28995.1	full_gca_44	25	25	5	ATPase, putative
25	25	0.00405	*	*	CCF75690.1	*	*	PFH37941.1	*	*	*	*	*	*	*	*	*	*	*	*	*	CBZ52943.1	VUC53752.1	CDR10389.1	ANQ08978.1	GAB67516.1	CAG25198.1	KJP84705.1	KYO01721.1	CRG93608.1	EUD66295.1	CAA9989306.1	SCO93347.1	KYO00903.1	CRH01106.1	SOV12309.1	VEV54419.1	EDL46326.1	VTZ71456.1	*	*	CAI74515.1	AFZ79361.1	BAM40198.1	EAN32754.1	EPT29423.1	full_gca_44	25	25	6	JmjC domain-containing protein, putative
25	25	0.00251	*	*	*	*	*	PFH36061.1	*	*	*	*	*	CDI76271.1	CDJ48318.1	CDJ61008.1	*	CDJ63572.1	*	CDJ37724.1	*	CBZ52170.1	VUC55274.1	CDR12548.1	ANQ07536.1	GAB65680.1	CAD51787.1	KJP89404.1	KYO00094.1	CRG96652.1	EUD67928.1	CAA9987374.1	SBT87759.1	KYN98395.1	CRG99314.1	SOV14085.1	VEV56791.1	EDL44914.1	VTZ77292.1	*	*	*	*	*	*	EPT29846.1	full_gca_44	25	25	5	selenide water dikinase, putative
26	26	0.0668	CDR97415.1	EDO08504.1	SIO73663.1	GBE58574.1	ORM40103.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC57724.1	CDR15699.1	ANQ10353.1	GAB67878.1	CZU00403.1	KJP89987.1	KYN96291.1	CRG94904.1	EUD69214.1	CAA9989430.1	SCO93866.1	KYN94356.1	CRH01217.1	SOV19903.1	VEV58426.1	EDL45956.1	VTZ80763.1	*	*	CAI76862.1	AFZ81697.1	BAM41698.1	EAN32212.1	*	full_gca_44	26	26	3	RAP protein, putative
24	24	0.00488	*	*	*	*	*	PFH35725.1	*	*	*	*	*	CDI84162.1	CDJ47192.1	CDJ56766.1	*	*	CDI75703.1	*	*	CBZ53820.1	VUC53823.1	CDR10498.1	ANQ09144.1	GAB67444.1	CAG25344.1	KJP88967.1	KYO01798.1	CRG93682.1	EUD66369.1	CAA9989225.1	SCO93274.1	KYO00983.1	CRH01032.1	SOV12486.1	VEV54490.1	EDL46396.1	VTZ71527.1	*	*	*	*	*	*	EPT28446.1	full_gca_44	24	24	5	RNA-binding protein 25, putative
31	31	0.0265	CDR95998.1	EDO05840.1	CCF72779.1	GBE59858.1	ORM41318.1	*	KAF7456945.1	EAL36906.1	EEA06097.1	EAK87786.1	OII72168.1	*	*	*	*	*	*	*	*	*	VUC55782.1	CDS47212.1	ANQ08303.1	GAB66516.1	CZT98903.1	KJP87681.1	KYN98883.1	CRG96289.1	EUD65402.1	CAA9988266.1	SCN12760.1	KYN96574.1	CRH00109.1	SOV15690.1	VEV56411.1	EDL45629.1	VTZ78451.1	*	*	CAI75618.1	EKX72839.1	BAM41180.1	KAF5153136.1	*	full_gca_44	31	31	4	BEACH domain-containing protein, putative
37	37	0.00565	CDR96220.1	EDO05108.1	SIO73130.1	*	*	PFH31249.1	KAF7456396.1	EAL37372.1	EEA05634.1	EAK89432.1	OII73670.1	CDI78202.1	CDJ47089.1	CDJ56245.1	*	CDJ70412.1	CDI83933.1	CDJ40893.1	*	*	VUC55585.1	CDR11936.1	ANQ08405.1	GAB66718.1	CZT99109.1	KJP85853.1	KYN99079.1	CRG96496.1	EUD67291.1	CAA9988468.1	SCN12961.1	KYN96782.1	CRH00317.1	SOV16103.1	VEV56618.1	EDL45832.1	VTZ78250.1	*	*	CAI76057.1	EKX74418.1	BAM40761.1	EAN30700.2	EPT30358.1	full_gca_44	37	37	7	hypothetical protein, conserved
26	26	0.00627	CDR95080.1	EDO06199.1	SIO73158.1	GBE61697.1	ORM41429.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC58196.1	CDR16469.1	ANQ09380.1	GAB68818.1	CAX64293.1	KJP88222.1	KYN96953.1	CRG97542.1	EUD68838.1	CAA9990759.1	SCP03265.1	KYN94592.1	CRH02402.1	SOV17583.1	VEV58912.1	EDL47352.1	VTZ81468.1	*	*	CAI76398.1	AFZ81212.1	BAM42175.1	KAF5153231.1	*	full_gca_44	26	26	3	conserved Plasmodium protein, unknown function
26	26	0.0182	*	*	*	*	*	PFH35638.1	*	*	*	*	*	CDI83609.1	CDJ48740.1	*	CDJ27109.1	CDJ66799.1	*	*	*	CBZ53892.1	VUC55434.1	CDR12787.1	ANQ07454.1	GAB65841.1	CAD51948.1	KJP87448.1	KYO00249.1	CRG96814.1	EUD68089.1	CAA9987538.1	SBT87920.1	KYN98557.1	CRG99478.1	SOV14426.1	VEV56090.1	EDL45075.1	VTZ77612.1	KAH0485880.1	KAH0481666.1	*	*	*	*	EPT28365.1	full_gca_44	26	26	6	glutamine-dependent NAD(+) synthetase, putative
26	26	0.0107	CDR96180.1	EDO05144.1	*	*	*	*	KAF7457992.1	EAL36674.1	EEA07599.1	EAK88727.1	OII71852.1	*	*	*	*	*	*	*	*	*	VUC58684.1	CDR17176.1	ANQ11186.1	GAB69307.1	CZT99646.1	KJP87594.1	KYN98272.1	CRG97118.1	EUD64622.1	CAA9991285.1	SCP03762.1	KYN95590.1	CRH02908.1	SOV17131.1	VEV59396.1	EDL44289.1	VTZ81955.1	*	*	*	EKX73478.1	*	KAF5153705.1	*	full_gca_44	26	26	4	conserved Plasmodium protein, unknown function
23	23	0.00398	CDR95405.1	EDO05369.1	CCF72649.1	GBE61406.1	ORM40348.1	*	*	*	EEA05582.1	*	*	*	*	*	*	*	*	*	*	*	VUC58653.1	CDR17129.1	ANQ11105.1	GAB69274.1	CZT99612.1	KJP87368.1	KYN98238.1	CRG97083.1	EUD64882.1	CAA9991251.1	SCP03728.1	KYN95555.1	CRH02873.1	SOV17098.1	VEV59365.1	EDL44255.1	VTZ81924.1	*	*	*	*	*	*	*	full_gca_44	23	23	3	epsin-like protein, putative
31	31	0.0126	CDR96803.1	EDO08258.1	CCF75475.1	*	ORM39985.1	PFH36531.1	*	*	*	*	*	CDI83231.1	*	*	*	CDJ64255.1	*	CDJ37306.1	*	CBZ51510.1	VUC55478.1	CDR12852.1	ANQ07229.1	GAB65882.1	CAX64255.1	KJP85520.1	KYO00287.1	CRG96858.1	EUD64654.1	CAA9987587.1	SBT87964.1	KYN98604.1	CRG99522.1	SOV14482.1	VEV56133.1	EDL42351.1	VTZ77700.1	*	*	CAI76629.1	AFZ81298.1	BAM41941.1	EAN31962.1	EPT31189.1	full_gca_44	31	31	7	NifU-like protein, putative
26	26	0.00322	CDR96995.1	EDO08114.1	SIO73776.1	GBE59065.1	ORM42175.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC58420.1	CDR16800.1	ANQ11112.1	GAB69036.1	CZT99367.1	KJP87237.1	KYN98011.1	CRG97770.1	EUD69059.1	CAA9990994.1	SCP03491.1	KYN95313.1	CRH02630.1	SOV16848.1	VEV59135.1	EDL47569.1	VTZ81692.1	*	*	CAI74588.1	AFZ79293.1	BAM40128.1	EAN32680.1	*	full_gca_44	26	26	3	conserved Plasmodium protein, unknown function
26	26	0.00422	CDR95436.1	EDO05389.1	SJK86679.1	GBE61381.1	ORM40424.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC57532.1	CDR15402.1	ANQ10092.1	GAB68072.1	CZU00209.1	KJP86933.1	KYN96103.1	CRG94709.1	EUD69408.1	CAA9989635.1	SCO94059.1	KYN94164.1	CRH01412.1	SOV19519.1	VEV58230.1	EDL46148.1	VTZ80566.1	*	*	CAI73565.1	AFZ80846.1	BAM39017.1	EAN33764.1	*	full_gca_44	26	26	3	transcriptional regulatory protein sir2b
40	40	0.00452	CDR96467.1	EDO07783.1	CCF75314.2	GBE59471.1	*	PFH34470.1	KAF7455930.1	EAL36583.1	EEA05472.1	EAK89315.1	OII72576.1	CDI81792.1	CDJ50802.1	CDJ61193.1	CDJ36666.1	CDJ66721.1	CDI73666.1	CDJ42503.1	*	CBZ53993.1	VUC57650.1	CDR15575.1	ANQ10151.1	GAB67951.1	CZU00330.1	KJP86373.1	KYN96221.1	CRG94830.1	EUD69287.1	CAA9989508.1	SCO93939.1	KYN94283.1	CRH01291.1	SOV19758.1	VEV58347.1	EDL46027.1	VTZ80684.1	*	*	CAI75827.1	EKX73396.1	BAM40990.1	KAF5153164.1	EPT28247.1	full_gca_44	40	40	8	DNA polymerase alpha subunit, putative
25	25	0.00146	CDR93913.1	EDO08554.1	*	GBE60906.1	ORM41865.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC57308.1	CDR15000.1	ANQ08648.1	GAB66802.1	CAD51627.1	KJP85624.1	KYO02461.1	CRG93033.1	EUD68387.1	CAA9988570.1	SCN44660.1	KYO01666.1	CRH00399.1	SOV11896.1	VEV58020.1	EDL43966.1	VTZ80242.1	*	*	CAI74828.1	AFZ79034.1	BAM39870.1	EAN32438.1	*	full_gca_44	25	25	3	conserved Plasmodium protein, unknown function
25	25	0.009	CDR95341.1	EDO06417.1	CCF73957.1	GBE61456.1	ORM40645.1	PFH32321.1	*	*	*	*	*	*	*	*	*	*	*	*	*	CBZ50707.1	VUC57085.1	CDR14674.1	ANQ07704.1	GAB66138.1	CAB39025.1	KJP87095.1	KYO03312.1	CRG94260.1	EUD67363.1	CAA9987856.1	SCN12237.1	KYO02693.1	CRG99756.1	SOV11004.1	VEV57795.1	EDL44787.1	VTZ80019.1	*	*	*	*	*	*	EPT31386.1	full_gca_44	25	25	5	conserved Plasmodium protein, unknown function
43	43	0.0513	CDR96775.1	EDO08345.1	CCF75401.1	GBE58778.1	*	PFH32445.1	KAF7459207.1	EAL38449.1	EEA07296.1	EAK89107.1	OII70852.1	CDI80683.1	CDJ48363.1	CDJ61615.1	CDJ28406.1	CDJ64363.1	CDI78684.1	CDJ41998.1	EZG61405.1	CBZ51329.1	VUC54793.1	CDR11667.1	ANQ06390.1	GAB68345.1	CZU00068.1	KJP88981.1	KYN95966.1	CRG95874.1	EUD66503.1	CAA9986874.1	SCP02586.1	KYN94023.1	CRH03781.1	SOV19238.1	VEV55497.1	EDL46878.1	VTZ75366.1	KAH0482090.1	KAH0487389.1	CAI76707.1	AFZ81535.1	BAM41851.1	EAN32042.1	EPT27387.1	full_gca_44	43	43	10	N-acetyltransferase, putative
27	27	0.00472	*	*	*	*	*	PFH31423.1	*	*	*	*	*	CDI77151.1	CDJ52655.1	CDJ56862.1	CDJ36544.1	CDJ69329.1	CDI74843.1	CDJ39521.1	*	CBZ56273.1	VUC55567.1	CDR11909.1	ANQ08409.1	GAB66735.1	CZT99127.1	KJP85101.1	KYN99095.1	CRG96514.1	EUD67308.1	CAA9988486.1	SCN12978.1	KYN96801.1	CRH00335.1	SOV16133.1	VEV56636.1	EDL45849.1	VTZ78232.1	*	*	*	*	*	*	EPT25261.1	full_gca_44	27	27	5	leucine-rich repeat protein
29	29	0.0141	CDR95691.1	*	SJK85900.1	*	*	PFH31950.1	*	*	*	*	*	*	*	*	*	CDJ65334.1	*	CDJ40549.1	*	CBZ49976.1	VUC56110.1	CDU21597.1	ANQ06567.1	GAB68378.1	CZU00033.1	KJP89015.1	KYN95932.1	CRG95839.1	EUD66468.1	CAA9986840.1	SCP02620.1	KYN93988.1	CRH03816.1	SOV19167.1	VEV56818.1	EDL46910.1	VTZ78862.1	KAH0475562.1	KAH0486288.1	*	AFZ80165.1	BAM38910.1	KAF5153380.1	EPT32232.1	full_gca_44	29	29	8	signal peptidase complex subunit SPC1, putative
26	26	0.00892	CDR96015.1	EDO05856.1	CCF75241.1	GBE59884.1	ORM41334.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC55623.1	CDR11991.1	ANQ08010.1	GAB66679.1	CZT99071.1	KJP90296.1	KYN99043.1	CRG96458.1	EUD67254.1	CAA9988429.1	SCN12923.1	KYN96744.1	CRH00279.1	SOV16023.1	VEV56581.1	EDL45792.1	VTZ78288.1	*	*	CAI75603.1	EKX72859.1	BAM41198.1	EAN31128.1	*	full_gca_44	26	26	3	conserved Plasmodium protein, unknown function
26	26	0.00351	CDR94309.1	EDO07228.1	CCF76000.1	GBE60529.1	ORM41971.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC57924.1	CDR15991.1	ANQ09837.1	GAB67663.1	CAD52536.1	KJP86885.1	KYN97181.1	CRG95111.1	EUD67704.1	CAA9989933.1	SCO93655.1	KYN94829.1	CRH01686.1	SOV18068.1	VEV58627.1	EDL44459.1	VTZ80962.1	*	*	CAI73196.1	EKX74040.1	BAM39391.1	EAN34138.1	*	full_gca_44	26	26	3	nucleolar complex protein 2, putative
26	26	0.00501	CDR94577.1	EDO07453.1	CTQ41340.1	GBE60247.1	ORM39513.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC56805.1	CDR14212.1	ANQ08977.1	GAB67160.1	VWP77942.1	KJP87918.1	KYN97384.1	CRG93982.1	EUD68713.1	CAA9988917.1	SCO92985.1	KYN95034.1	CRH00734.1	SOV18444.1	VEV57510.1	EDL46680.1	VTZ79671.1	*	*	CAI73333.1	EKX73804.1	BAM39260.1	KAF5153441.1	*	full_gca_44	26	26	3	exonuclease, putative
26	26	0.00258	CDR94770.1	EDO05928.1	CTQ40869.1	GBE60082.1	ORM39615.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC54815.1	CDR11698.1	ANQ06269.1	GAB64788.1	CAD50911.1	KJP87017.1	KYO01301.1	CRG98195.1	EUD65198.1	CAA9986533.1	SBT86272.1	KYN93404.1	CRG98611.1	SOV13055.1	VEV55519.1	EDL43568.1	VTZ75410.1	*	*	CAI73006.1	EKX74340.1	BAM39576.1	EAN34329.1	*	full_gca_44	26	26	3	conserved Plasmodium protein, unknown function
39	39	0.0259	CDR96170.1	EDO05125.1	SIO73732.1	GBE62666.1	ORM42051.1	PFH38561.1	*	EAL36365.1	EEA05664.1	EAK89698.1	*	CDI80376.1	CDJ46314.1	CDJ61220.1	CDJ29021.1	CDJ69733.1	CDI85980.1	CDJ42741.1	*	CBZ53464.1	VUC58282.1	CDR16600.1	ANQ09979.1	GAB68902.1	CAD51220.1	KJP85595.1	KYO00746.1	CRG97631.1	EUD68928.1	CAA9990847.1	SCP03353.1	KYN99242.1	CRH02491.1	SOV13633.1	VEV58998.1	EDL47437.1	VTZ81554.1	*	*	CAI74079.1	EKX73466.1	BAM40679.1	EAN33191.2	EPT28846.1	full_gca_44	39	39	8	FAD-dependent monooxygenase, putative
38	38	0.00383	CDR98023.1	EDO05783.1	CCF72838.1	GBE62490.1	ORM41296.1	PFH33636.1	KAF7458975.1	*	EEA04860.1	EAK88217.1	OII75417.1	CDI76117.1	CDJ48294.1	*	*	*	*	CDJ44437.1	EZG65147.1	CBZ55450.1	VUC57715.1	CDR15686.1	ANQ09445.1	GAB67887.1	CZU00394.1	KJP89996.1	KYN96282.1	CRG94895.1	EUD69223.1	CAA9989439.1	SCO93875.1	KYN94347.1	CRH01226.1	SOV19884.1	VEV58417.1	EDL45964.1	VTZ80754.1	KAH0478654.1	KAH0471829.1	CAI75695.1	*	BAM41112.1	EAN31220.1	EPT25674.1	full_gca_44	38	38	10	mediator of RNA polymerase II transcription subunit 6, putative
28	28	0.0224	CDR97826.1	EDO05688.1	SJK85763.1	GBE62106.1	ORM40374.1	PFH38341.1	*	*	*	*	*	*	*	*	*	*	*	*	*	CBZ55866.1	VUC54886.1	CDR11800.1	ANQ06255.1	GAB64863.1	CAD50983.1	KJP87850.1	KYO01375.1	CRG94439.1	EUD65268.1	CAA9986615.1	SBT86344.1	KYO00542.1	CRG98633.1	SOV13191.1	VEV55590.1	EDL43062.1	VTZ75552.1	*	*	CAI73920.1	AFZ80507.1	*	EAN33356.1	EPT24809.1	full_gca_44	28	28	6	proteasome assembly chaperone 4, putative
25	25	0.00744	*	*	*	*	*	PFH32480.1	*	*	*	*	*	CDI80109.1	CDJ52433.1	CDJ61118.1	*	CDJ63685.1	CDI87891.1	CDJ44361.1	*	*	VUC55460.1	CDR12826.1	ANQ07568.1	GAB65864.1	CAX64247.1	KJP85538.1	KYO00271.1	CRG96839.1	EUD68114.1	CAA9987568.1	SBT87945.1	KYN98585.1	CRG99503.1	SOV14465.1	VEV56115.1	EDL45104.1	VTZ77664.1	*	*	*	*	*	*	EPT27419.1	full_gca_44	25	25	4	RNA-binding protein, putative
25	25	0.00351	CDR95613.1	EDO05427.1	*	GBE61220.1	ORM41151.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC56775.1	CDR14169.1	ANQ09278.1	GAB67194.1	CAD52712.1	KJP87278.1	KYN97355.1	CRG93948.1	EUD68679.1	CAA9988951.1	SCO93018.1	KYN95007.1	CRH00768.1	SOV18411.1	VEV57480.1	EDL46648.1	VTZ79641.1	*	*	CAI73590.1	AFZ79996.1	BAM38983.1	EAN33740.1	*	full_gca_44	25	25	3	riboflavin kinase / FAD synthase family protein, putative
