# Species	Genes	Alg.-Conn.	GCF_000956335.1_Plas_frag_nilgiri_V1_protein.faa	GCF_001680005.1_ASM168000v1_protein.faa	GCF_900002335.2_PCHAS01_protein.faa	GCF_900005855.1_PGAL8A_protein.faa	GCF_900090045.1_PmUG01_protein.faa
5	5	0.666	XP_012334588.1	XP_019915392.1	XP_746031.2	XP_028530650.1	XP_028859832.1
5	5	0.867	XP_012335253.1	XP_019915882.1	XP_746073.2	XP_028526574.1	XP_028862647.1
5	5	0.88	XP_012336238.1	XP_019915390.1	XP_746025.1	XP_028530729.1	XP_028862069.1
5	5	0.903	XP_012334477.1	XP_019915611.1	XP_746021.2	XP_028526463.1	XP_028862751.1
5	5	0.262	XP_012334476.1	XP_019915892.1	XP_746020.2	XP_028526462.1	XP_028862752.1
5	5	0.857	XP_012337681.1	XP_019916016.1	XP_746018.1	XP_028526714.1	XP_028862509.1
4	4	0.496	XP_012334571.1	XP_019915349.1	XP_746014.2	*	XP_028859848.1
5	5	0.811	XP_012334570.1	XP_019915521.1	XP_746013.2	XP_028530633.1	XP_028859849.1
5	5	0.847	XP_012336244.1	XP_019915404.1	XP_746011.1	XP_028530735.1	XP_028862063.1
5	5	0.889	XP_012334439.1	XP_019915903.1	XP_746108.2	XP_028526423.1	XP_028862791.1
5	5	0.821	XP_012334883.1	XP_019917333.1	XP_746142.1	XP_028528370.1	XP_028863927.1
5	5	0.866	XP_012334884.1	XP_019917436.1	XP_746141.1	XP_028528369.1	XP_028863928.1
5	5	0.854	XP_012334880.1	XP_019917370.1	XP_746140.1	XP_028528373.1	XP_028863924.1
5	5	0.621	XP_012337235.1	XP_019917312.1	XP_746130.2	XP_028528606.1	XP_028863693.1
5	5	0.868	XP_012338044.1	XP_019912748.1	XP_746122.1	XP_028526182.1	XP_028860146.1
5	5	0.502	XP_012337186.1	XP_019913731.1	XP_746117.2	XP_028530006.1	XP_028859764.1
5	5	0.53	XP_012335104.1	XP_019913281.1	XP_746115.1	XP_028528765.1	XP_028863536.1
5	5	0.837	XP_012334440.1	XP_019915884.1	XP_746109.2	XP_028526425.1	XP_028862789.1
4	4	0.926	XP_031850588.1	*	YP_009272507.1	YP_009325456.1	YP_009307910.1
5	5	0.757	XP_012334116.1	XP_019912685.1	XP_746104.2	XP_028526159.1	XP_028860170.1
5	5	0.869	XP_012337464.1	XP_019916111.1	XP_746096.2	XP_028527465.1	XP_028863394.1
5	5	0.856	XP_012335701.1	XP_019916401.1	XP_746095.1	XP_028527464.1	XP_028863395.1
5	5	0.814	XP_012338039.1	XP_019912708.1	XP_746091.1	XP_028526178.1	XP_028860150.1
5	5	0.73	XP_012338038.1	XP_019912730.1	XP_746090.1	XP_028526177.1	XP_028860151.1
5	5	0.897	XP_012334262.1	XP_019913359.1	XP_746085.2	XP_028525999.1	XP_028860436.1
5	5	0.801	XP_012336130.1	XP_019915792.1	XP_746077.1	XP_028526778.1	XP_028862449.1
3	3	0.936	*	*	XP_739196.1	XP_028529061.1	XP_028861624.1
3	3	0.684	*	*	XP_735898.2	XP_028526970.1	XP_028861096.1
4	4	0.82	XP_012333721.1	XP_019914455.1	*	XP_028528142.1	XP_028861301.1
4	4	0.65	XP_012333714.1	XP_019914510.1	*	XP_028528148.1	XP_028861295.1
3	3	0.902	*	*	XP_736249.2	XP_028528778.1	XP_028863523.1
4	4	0.502	XP_012333573.1	XP_019917461.1	*	XP_028528535.1	XP_028863761.1
3	3	0.834	*	*	XP_737048.2	XP_028526736.1	XP_028862489.1
3	3	0.684	*	*	XP_738719.2	XP_028525965.1	XP_028859493.1
4	4	0.654	XP_012333482.1	XP_019916634.1	*	XP_028527757.1	XP_028863107.1
3	3	0.86	*	*	XP_732641.2	XP_028529643.1	XP_028860878.1
3	3	0.544	XP_012333477.1	XP_019916954.1	*	*	XP_028863102.1
4	4	0.76	XP_012333448.1	XP_019917020.1	*	XP_028527788.1	XP_028863075.1
3	3	0.936	*	*	XP_739932.2	XP_028529637.1	XP_028860872.1
4	4	0.639	XP_012333409.1	XP_019916097.1	*	XP_028527824.1	XP_028863041.1
2	2	1	*	*	XP_740020.2	*	XP_028863500.1
3	3	0.886	XP_012333390.1	XP_019916612.1	*	*	XP_028864062.1
3	3	0.72	XP_012333383.1	XP_019916197.1	*	*	XP_028864067.1
3	3	0.908	*	*	XP_016655568.1	XP_028528588.1	XP_028863710.1
3	3	0.851	*	*	XP_016655436.1	XP_028529206.1	XP_028861764.1
3	3	0.709	XP_012333996.1	XP_019914099.1	*	*	XP_028860614.1
3	3	0.792	XP_012333995.1	XP_019914100.1	*	*	XP_028860615.1
2	2	1	*	*	XP_016655544.1	*	XP_028863667.1
4	4	0.511	XP_012333953.1	XP_019914051.1	*	XP_028529417.1	XP_028860654.1
4	4	0.796	XP_012333945.1	XP_019914173.1	*	XP_028529426.1	XP_028860662.1
3	3	0.893	XP_012333935.1	XP_019913964.1	*	*	XP_028860671.1
4	4	0.695	XP_012333934.1	XP_019914243.1	*	XP_028529436.1	XP_028860672.1
3	3	0.793	*	*	XP_742049.2	XP_028529895.1	XP_028864690.1
4	4	0.827	XP_012333913.1	XP_019914126.1	*	XP_028529457.1	XP_028860692.1
4	4	0.362	XP_012333849.1	XP_019913480.1	*	XP_028526277.1	XP_028860377.1
3	3	0.708	*	*	XP_016655585.1	XP_028528555.1	XP_028863741.1
3	3	0.958	*	*	XP_016655586.1	XP_028528554.1	XP_028863742.1
3	3	0.644	XP_012333778.1	XP_019913494.1	*	*	XP_028860306.1
3	3	0.53	XP_012333777.1	XP_019913460.1	*	*	XP_028860305.1
3	3	0.911	*	*	XP_016655593.1	XP_028528537.1	XP_028863759.1
4	4	0.845	XP_031850597.1	*	YP_009272516.1	YP_009325465.1	YP_009307919.1
4	4	0.862	XP_031850606.1	*	YP_009272525.1	YP_009325474.1	YP_009307928.1
4	4	0.877	XP_031850605.1	*	YP_009272524.1	YP_009325473.1	YP_009307927.1
4	4	0.742	XP_031850604.1	*	YP_009272523.1	YP_009325472.1	YP_009307926.1
4	4	0.923	XP_031850602.1	*	YP_009272521.1	YP_009325470.1	YP_009307924.1
4	4	0.62	XP_031850601.1	*	YP_009272520.1	YP_009325469.1	YP_009307923.1
4	4	0.911	XP_031850600.1	*	YP_009272519.1	YP_009325468.1	YP_009307922.1
4	4	0.707	XP_031850599.1	*	YP_009272518.1	YP_009325467.1	YP_009307921.1
4	4	0.919	XP_031850598.1	*	YP_009272517.1	YP_009325466.1	YP_009307920.1
4	4	0.709	XP_031850607.1	*	YP_009272526.1	YP_009325475.1	YP_009307929.1
4	4	0.867	XP_031850596.1	*	YP_009272515.1	YP_009325464.1	YP_009307918.1
3	3	0.932	XP_031850594.1	*	YP_009272513.1	YP_009325462.1	*
4	4	0.892	XP_031850593.1	*	YP_009272512.1	YP_009325461.1	YP_009307915.1
4	4	0.788	XP_031850592.1	*	YP_009272511.1	YP_009325460.1	YP_009307914.1
4	4	0.755	XP_031850591.1	*	YP_009272510.1	YP_009325459.1	YP_009307913.1
4	4	0.576	XP_031850590.1	*	YP_009272509.1	YP_009325458.1	YP_009307912.1
4	4	0.732	XP_031850589.1	*	YP_009272508.1	YP_009325457.1	YP_009307911.1
3	3	0.886	XP_012334885.1	XP_019917170.1	*	XP_028528368.1	*
4	4	0.876	XP_031850608.1	*	YP_009272527.1	YP_009325476.1	YP_009307930.1
3	3	0.918	XP_031850609.1	*	YP_009272528.1	YP_009325477.1	*
4	4	0.85	XP_031850610.1	*	YP_009272529.1	YP_009325478.1	YP_009307931.1
4	4	0.907	XP_031850611.1	*	YP_009272530.1	YP_009325479.1	YP_009307932.1
4	4	0.861	XP_031850612.1	*	YP_009272531.1	YP_009325480.1	YP_009307933.1
4	4	0.566	XP_031850614.1	*	YP_009272532.1	YP_009325481.1	YP_009307934.1
3	3	0.884	*	*	XP_744779.1	XP_028530316.1	XP_028864194.1
4	4	0.907	XP_031850616.1	*	YP_009272534.1	YP_009325483.1	YP_009307936.1
4	4	0.155	XP_012333158.1	XP_019915098.1	*	XP_028529202.1	XP_028861760.1
3	3	0.542	*	*	XP_743802.2	XP_028526717.1	XP_028862506.1
3	3	0.948	*	*	XP_743751.2	XP_028529679.1	XP_028860912.1
3	3	0.52	*	*	XP_742607.1	XP_028529636.1	XP_028860871.1
3	3	0.935	*	*	XP_742101.1	XP_028526642.1	XP_028862578.1
3	3	0.762	XP_012333372.1	XP_019916353.1	*	*	XP_028864092.1
3	3	0.75	XP_012333376.1	XP_019916476.1	*	*	XP_028864069.1
2	2	1	XP_012335060.1	XP_019912948.1	*	*	*
2	2	1	XP_012336040.1	XP_019913112.1	*	*	*
2	2	1	XP_012338099.1	XP_019913092.1	*	*	*
2	2	1	XP_012337882.1	XP_019913086.1	*	*	*
2	2	1	XP_012334406.1	XP_019913080.1	*	*	*
2	2	1	XP_012335088.1	XP_019913056.1	*	*	*
2	2	1	XP_012334579.1	XP_019915506.1	*	*	*
2	2	1	XP_012334617.1	XP_019915509.1	*	*	*
2	2	1	XP_012335047.1	XP_019912951.1	*	*	*
2	2	1	XP_012335880.1	XP_019915462.1	*	*	*
2	2	1	XP_012335306.1	XP_019915546.1	*	*	*
2	2	1	XP_012335531.1	XP_019912924.1	*	*	*
2	2	1	XP_012335071.1	XP_019912923.1	*	*	*
2	2	1	XP_012335497.1	XP_019912911.1	*	*	*
2	2	1	XP_012338267.1	XP_019912877.1	*	*	*
2	2	1	XP_012338432.1	XP_019912845.1	*	*	*
2	2	1	XP_012338266.1	XP_019912827.1	*	*	*
2	2	1	XP_012335133.1	XP_019913293.1	*	*	*
2	2	1	XP_012334604.1	XP_019915296.1	*	*	*
2	2	1	XP_012334301.1	XP_019913447.1	*	*	*
2	2	1	XP_012338685.1	XP_019913424.1	*	*	*
2	2	1	XP_012334294.1	XP_019913416.1	*	*	*
2	2	1	XP_012333806.1	XP_019913385.1	*	*	*
3	3	0.447	XP_012337842.1	XP_019913370.1	*	XP_028527357.1	*
2	2	1	XP_012333784.1	XP_019913363.1	*	*	*
2	2	1	XP_012334424.1	XP_019913336.1	*	*	*
2	2	1	XP_012337833.1	XP_019915600.1	*	*	*
2	2	1	XP_012336043.1	XP_019913272.1	*	*	*
2	2	1	XP_012336057.1	XP_019913233.1	*	*	*
2	2	1	XP_012338093.1	XP_019913229.1	*	*	*
2	2	1	XP_012336236.1	XP_019915370.1	*	*	*
2	2	1	XP_012336041.1	XP_019913170.1	*	*	*
2	2	1	XP_012334421.1	XP_019913165.1	*	*	*
3	3	0.798	XP_012336866.1	XP_019913161.1	*	XP_028528195.1	*
4	4	0.825	*	XP_019917628.1	XP_016655102.1	XP_028529943.1	XP_028864734.1
4	4	0.902	*	XP_019917894.1	XP_743537.2	XP_028526411.1	XP_028864521.1
4	4	0.737	*	XP_019917872.1	XP_740783.2	XP_028529803.1	XP_028864598.1
2	2	1	XP_012334503.1	XP_019915701.1	*	*	*
3	3	0.794	*	XP_019917765.1	*	XP_028529820.1	XP_028864615.1
4	4	0.91	*	XP_019917728.1	XP_016655066.1	XP_028529857.1	XP_028864652.1
4	4	0.912	*	XP_019917700.1	XP_016655049.1	XP_028529817.1	XP_028864612.1
2	2	1	XP_012336402.1	XP_019915708.1	*	*	*
4	4	0.942	*	XP_019917643.1	XP_016655091.1	XP_028529919.1	XP_028864713.1
2	2	1	XP_012337745.1	XP_019912408.1	*	*	*
4	4	0.845	*	XP_019917501.1	XP_732320.1	XP_028529851.1	XP_028864646.1
4	4	0.918	*	XP_019917494.1	XP_016655068.1	XP_028529859.1	XP_028864654.1
2	2	1	*	XP_019917450.1	*	*	XP_028859222.1
2	2	1	*	XP_019917443.1	*	*	XP_028860966.1
2	2	1	*	XP_019917416.1	*	*	XP_028859543.1
2	2	1	XP_012335461.1	XP_019915736.1	*	*	*
4	4	0.768	*	XP_019917329.1	XP_744061.2	XP_028528543.1	XP_028863753.1
2	2	1	XP_012338609.1	XP_019912554.1	*	*	*
2	2	1	XP_012338404.1	XP_019912749.1	*	*	*
2	2	1	XP_012337341.1	XP_019912722.1	*	*	*
2	2	1	XP_012337343.1	XP_019912712.1	*	*	*
2	2	1	XP_012334139.1	XP_019912704.1	*	*	*
2	2	1	XP_012334130.1	XP_019912679.1	*	*	*
2	2	1	XP_012334131.1	XP_019912637.1	*	*	*
2	2	1	XP_012337348.1	XP_019912630.1	*	*	*
2	2	1	XP_012337346.1	XP_019912606.1	*	*	*
2	2	1	XP_012334590.1	XP_019915293.1	*	*	*
2	2	1	XP_012334100.1	XP_019912532.1	*	*	*
2	2	1	XP_012335903.1	XP_019915606.1	*	*	*
2	2	1	XP_012338025.1	XP_019912511.1	*	*	*
2	2	1	XP_012334011.1	XP_019912501.1	*	*	*
2	2	1	XP_012338248.1	XP_019912478.1	*	*	*
2	2	1	XP_012334059.1	XP_019912475.1	*	*	*
2	2	1	XP_012334436.1	XP_019915675.1	*	*	*
2	2	1	XP_012335930.1	XP_019914055.1	*	*	*
2	2	1	XP_012333902.1	XP_019914277.1	*	*	*
2	2	1	XP_012336598.1	XP_019914229.1	*	*	*
2	2	1	XP_012335908.1	XP_019914215.1	*	*	*
2	2	1	XP_012338413.1	XP_019914168.1	*	*	*
2	2	1	XP_012335961.1	XP_019914136.1	*	*	*
2	2	1	XP_012336602.1	XP_019914119.1	*	*	*
2	2	1	XP_012338260.1	XP_019915062.1	*	*	*
2	2	1	XP_012335950.1	XP_019914068.1	*	*	*
2	2	1	XP_012337728.1	XP_019914314.1	*	*	*
2	2	1	XP_012336603.1	XP_019914054.1	*	*	*
2	2	1	XP_012337548.1	XP_019915092.1	*	*	*
2	2	1	XP_012334768.1	XP_019914032.1	*	*	*
2	2	1	XP_012338495.1	XP_019914019.1	*	*	*
2	2	1	XP_012336647.1	XP_019913999.1	*	*	*
2	2	1	XP_012334782.1	XP_019913968.1	*	*	*
2	2	1	XP_012336597.1	XP_019913960.1	*	*	*
2	2	1	XP_012335571.1	XP_019914595.1	*	*	*
2	2	1	XP_012338294.1	XP_019914788.1	*	*	*
2	2	1	XP_012335723.1	XP_019914855.1	*	*	*
2	2	1	XP_012333163.1	XP_019914731.1	*	*	*
2	2	1	XP_012333207.1	XP_019914716.1	*	*	*
2	2	1	XP_012337339.1	XP_019914675.1	*	*	*
2	2	1	XP_012336658.1	XP_019914646.1	*	*	*
2	2	1	XP_012337942.1	XP_019914881.1	*	*	*
2	2	1	XP_012333221.1	XP_019914931.1	*	*	*
2	2	1	XP_012337873.1	XP_019913954.1	*	*	*
2	2	1	XP_012333220.1	XP_019915002.1	*	*	*
2	2	1	XP_012333734.1	XP_019914480.1	*	*	*
2	2	1	XP_012333104.1	XP_019915037.1	*	*	*
2	2	1	XP_012338167.1	XP_019914463.1	*	*	*
2	2	1	XP_012333699.1	XP_019914416.1	*	*	*
2	2	1	XP_012333760.1	XP_019914409.1	*	*	*
2	2	1	XP_012333711.1	XP_019914398.1	*	*	*
2	2	1	XP_012334247.1	XP_019913607.1	*	*	*
2	2	1	XP_012336806.1	XP_019913687.1	*	*	*
2	2	1	XP_012337185.1	XP_019913680.1	*	*	*
2	2	1	XP_012336832.1	XP_019913668.1	*	*	*
3	3	0.516	XP_012334560.1	XP_019915230.1	*	XP_028530624.1	*
2	2	1	XP_012337720.1	XP_019915239.1	*	*	*
2	2	1	XP_012338308.1	XP_019913643.1	*	*	*
2	2	1	XP_012338537.1	XP_019913642.1	*	*	*
2	2	1	XP_012334522.1	XP_019915277.1	*	*	*
3	3	0.656	XP_012335842.1	XP_019915214.1	*	XP_028525839.1	*
2	2	1	XP_012333776.1	XP_019913552.1	*	*	*
2	2	1	XP_012334279.1	XP_019913548.1	*	*	*
2	2	1	XP_012334246.1	XP_019913546.1	*	*	*
2	2	1	XP_012334310.1	XP_019913539.1	*	*	*
2	2	1	XP_012334245.1	XP_019913509.1	*	*	*
2	2	1	XP_012334309.1	XP_019913502.1	*	*	*
2	2	1	XP_012334244.1	XP_019913496.1	*	*	*
2	2	1	XP_012336809.1	XP_019913762.1	*	*	*
2	2	1	XP_012336890.1	XP_019913896.1	*	*	*
2	2	1	XP_012336725.1	XP_019913891.1	*	*	*
2	2	1	XP_012336814.1	XP_019913869.1	*	*	*
2	2	1	XP_012336834.1	XP_019913840.1	*	*	*
2	2	1	XP_012338560.1	XP_019913806.1	*	*	*
2	2	1	XP_012337192.1	XP_019913805.1	*	*	*
2	2	1	XP_012335724.1	XP_019915138.1	*	*	*
2	2	1	XP_012338349.1	XP_019913771.1	*	*	*
2	2	1	*	XP_019917320.1	*	*	XP_028863493.1
2	2	1	XP_012338525.1	XP_019913755.1	*	*	*
2	2	1	XP_012337199.1	XP_019913739.1	*	*	*
2	2	1	XP_012335765.1	XP_019915161.1	*	*	*
2	2	1	XP_012337206.1	XP_019913724.1	*	*	*
2	2	1	XP_012337411.1	XP_019913709.1	*	*	*
2	2	1	XP_012337416.1	XP_019913693.1	*	*	*
2	2	1	XP_012336811.1	XP_019913691.1	*	*	*
2	2	1	XP_012336665.1	XP_019916761.1	*	*	*
2	2	1	XP_012335206.1	XP_019916604.1	*	*	*
2	2	1	XP_012333375.1	XP_019916643.1	*	*	*
4	4	0.889	*	XP_019913036.1	XP_737175.2	XP_028527187.1	XP_028859615.1
2	2	1	*	XP_019912868.1	*	*	XP_028859212.1
2	2	1	XP_012338594.1	XP_019916747.1	*	*	*
4	4	0.846	*	XP_019912815.1	XP_016653482.1	XP_028527271.1	XP_028859503.1
2	2	1	*	XP_019912799.1	*	*	XP_028859577.1
4	4	0.905	*	XP_019912779.1	XP_016653460.1	XP_028525935.1	XP_028859463.1
4	4	0.845	*	XP_019913226.1	XP_016653182.1	XP_028528207.1	XP_028859690.1
4	4	0.896	*	XP_019912658.1	XP_736590.2	XP_028526165.1	XP_028860163.1
4	4	0.742	*	XP_019912646.1	XP_746092.2	XP_028526176.1	XP_028860152.1
4	4	0.954	*	XP_019912640.1	XP_016653071.1	XP_028526158.1	XP_028860171.1
2	2	1	*	XP_019912595.1	*	*	XP_028860096.1
2	2	1	XP_012335035.1	XP_019916831.1	*	*	*
4	4	0.937	*	XP_019912589.1	XP_745061.1	XP_028525910.1	XP_028860079.1
4	4	0.939	*	XP_019912503.1	XP_016654285.1	XP_028525915.1	XP_028860074.1
4	4	0.949	*	XP_019913432.1	XP_016653605.1	XP_028526285.1	XP_028860369.1
4	4	0.892	*	XP_019914095.1	XP_016653849.1	XP_028529648.1	XP_028860883.1
4	4	0.929	*	XP_019914088.1	XP_016653838.1	XP_028529625.1	XP_028860860.1
4	4	0.61	*	XP_019914066.1	XP_743725.2	XP_028529575.1	XP_028860810.1
2	2	1	XP_012335674.1	XP_019916481.1	*	*	*
4	4	0.937	*	XP_019913684.1	XP_016655192.1	XP_028530094.1	XP_028862165.1
4	4	0.903	*	XP_019913671.1	XP_016655156.1	XP_028530026.1	XP_028859783.1
2	2	1	XP_012337055.1	XP_019916488.1	*	*	*
4	4	0.768	*	XP_019913610.1	XP_016653660.1	XP_028525995.1	XP_028860440.1
4	4	0.803	*	XP_019912488.1	XP_016653718.1	XP_028530829.1	XP_028859971.1
2	2	1	XP_012337908.1	XP_019916494.1	*	*	*
2	2	1	*	XP_019913415.1	*	*	XP_028860554.1
4	4	0.893	*	XP_019913398.1	XP_745268.2	XP_028526324.1	XP_028860330.1
3	3	0.484	XP_012338217.1	XP_019916497.1	*	XP_028527682.1	*
4	4	0.751	*	XP_019913384.1	XP_016655250.1	XP_028527347.1	XP_028860541.1
2	2	1	XP_012333317.1	XP_019916510.1	*	*	*
4	4	0.902	*	XP_019913347.1	XP_016653216.1	XP_028527175.1	XP_028859627.1
4	4	0.676	XP_012337839.1	XP_019913534.1	*	XP_028526888.1	XP_028860553.1
4	4	0.865	XP_012337974.1	XP_019916914.1	*	XP_028528044.1	XP_028862818.1
3	3	0.688	XP_012337970.1	XP_019916931.1	*	*	XP_028862814.1
4	4	0.871	XP_012337935.1	XP_019917246.1	*	XP_028528447.1	XP_028863849.1
2	2	1	XP_012336663.1	XP_019917066.1	*	*	*
4	4	0.929	XP_012337877.1	XP_019913261.1	*	XP_028527139.1	XP_028859662.1
4	4	0.531	XP_012337864.1	XP_019914107.1	*	XP_028529653.1	XP_028860888.1
3	3	0.64	XP_012337862.1	XP_019914178.1	*	*	XP_028860890.1
3	3	0.619	XP_012337847.1	XP_019913403.1	*	*	XP_028860543.1
2	2	1	XP_012337306.1	XP_019917064.1	*	*	*
2	2	1	XP_012337835.1	*	*	*	XP_028860556.1
2	2	1	XP_012333775.1	XP_019917094.1	*	*	*
2	2	1	XP_012333646.1	XP_019917110.1	*	*	*
3	3	0.639	XP_012337743.1	XP_019912462.1	*	*	XP_028860093.1
3	3	0.829	XP_012337730.1	XP_019914688.1	*	*	XP_028861382.1
3	3	0.575	XP_012337582.1	XP_019917138.1	*	XP_028528624.1	*
2	2	1	XP_012337599.1	XP_019917160.1	*	*	*
4	4	0.857	XP_012338482.1	XP_019914714.1	*	XP_028529033.1	XP_028861597.1
4	4	0.929	*	XP_019912483.1	XP_744947.1	XP_028525919.1	XP_028860069.1
2	2	1	XP_012337485.1	XP_019916850.1	*	*	*
4	4	0.924	*	XP_019912418.1	XP_016653715.1	XP_028530824.1	XP_028859966.1
2	2	1	XP_012334940.1	XP_019916884.1	*	*	*
2	2	1	XP_012333394.1	XP_019916977.1	*	*	*
2	2	1	XP_012338704.1	*	*	*	XP_028859908.1
3	3	0.4	XP_012338596.1	XP_019917053.1	*	*	XP_028862810.1
3	3	0.749	XP_012338538.1	XP_019913882.1	*	*	XP_028862267.1
4	4	0.711	*	XP_019914146.1	XP_016653777.1	XP_028529494.1	XP_028860728.1
4	4	0.721	XP_012338423.1	XP_019912395.1	*	XP_028526198.1	XP_028860053.1
3	3	0.283	XP_012338348.1	XP_019913672.1	*	*	XP_028860307.1
4	4	0.876	XP_012338327.1	XP_019917771.1	*	XP_028530584.1	XP_028864457.1
2	2	1	XP_012333486.1	XP_019917058.1	*	*	*
4	4	0.792	XP_012338245.1	XP_019917147.1	*	XP_028528460.1	XP_028863836.1
4	4	0.512	XP_012338131.1	XP_019916815.1	*	XP_028527698.1	XP_028863164.1
4	4	0.9	XP_012338123.1	XP_019916625.1	*	XP_028527706.1	XP_028863156.1
4	4	0.613	*	XP_019916127.1	XP_016654507.1	XP_028527538.1	XP_028863321.1
2	2	1	*	XP_019916525.1	*	*	XP_028862870.1
4	4	0.965	*	XP_019916522.1	XP_016654901.1	XP_028530426.1	XP_028864302.1
4	4	0.954	*	XP_019916455.1	XP_016654804.1	XP_028530213.1	XP_028864093.1
4	4	0.944	*	XP_019916359.1	XP_743045.1	XP_028530219.1	XP_028864099.1
2	2	1	XP_012334435.1	XP_019915823.1	*	*	*
4	4	0.887	*	XP_019916299.1	XP_016654548.1	XP_028527619.1	XP_028863242.1
4	4	0.956	*	XP_019916227.1	XP_016654508.1	XP_028527539.1	XP_028863320.1
4	4	0.804	*	XP_019916176.1	XP_016654645.1	XP_028527764.1	XP_028863099.1
4	4	0.552	*	XP_019916563.1	XP_736603.2	XP_028527837.1	XP_028863028.1
4	4	0.917	*	XP_019916126.1	XP_016654586.1	XP_028527671.1	XP_028863190.1
4	4	0.924	*	XP_019916101.1	XP_016654655.1	XP_028527791.1	XP_028863072.1
4	4	0.699	*	XP_019916100.1	XP_016654761.1	XP_028528025.1	XP_028862837.1
4	4	0.87	*	XP_019916083.1	XP_016654506.1	XP_028527537.1	XP_028863322.1
4	4	0.92	*	XP_019916078.1	XP_016654706.1	XP_028527889.1	XP_028862970.1
4	4	0.914	*	XP_019915926.1	XP_016653013.1	XP_028526514.1	XP_028862702.1
4	4	0.77	*	XP_019915893.1	XP_016654061.1	XP_028526782.1	XP_028862445.1
2	2	1	*	XP_019916763.1	*	*	XP_028862811.1
4	4	0.852	*	XP_019917288.1	XP_741422.2	XP_028528443.1	XP_028863853.1
2	2	1	*	XP_019917222.1	*	*	XP_028861401.1
4	4	0.938	*	XP_019917004.1	XP_016654911.1	XP_028530464.1	XP_028864338.1
4	4	0.738	*	XP_019917003.1	XP_732284.2	XP_028527531.1	XP_028863328.1
4	4	0.454	*	XP_019916997.1	XP_016654702.1	XP_028527886.1	XP_028862974.1
3	3	0.485	XP_012335423.1	XP_019915739.1	*	XP_028526820.1	*
2	2	1	XP_012334005.1	XP_019915812.1	*	*	*
4	4	0.739	*	XP_019916801.1	XP_737118.2	XP_028527652.1	XP_028863209.1
2	2	1	XP_012337672.1	XP_019915886.1	*	*	*
4	4	0.933	*	XP_019916757.1	XP_741139.2	XP_028527632.1	XP_028863229.1
4	4	0.887	*	XP_019916708.1	XP_016654721.1	XP_028527925.1	XP_028862936.1
2	2	1	XP_012337661.1	XP_019915817.1	*	*	*
2	2	1	*	XP_019916689.1	*	*	XP_028861426.1
4	4	0.936	*	XP_019916661.1	XP_744937.1	XP_028527870.1	XP_028862996.1
4	4	0.856	*	XP_019916614.1	XP_016654597.1	XP_028527689.1	XP_028863173.1
4	4	0.94	*	XP_019916608.1	XP_743720.1	XP_028527748.1	XP_028863114.1
2	2	1	XP_012336503.1	XP_019916367.1	*	*	*
2	2	1	XP_012336456.1	XP_019916229.1	*	*	*
4	4	0.909	*	XP_019914780.1	XP_740948.2	XP_028529024.1	XP_028861588.1
4	4	0.819	*	XP_019914759.1	XP_741630.2	XP_028529165.1	XP_028861724.1
2	2	1	XP_012333446.1	XP_019916300.1	*	*	*
4	4	0.873	*	XP_019914752.1	XP_016655372.1	XP_028529075.1	XP_028861638.1
2	2	1	XP_012336667.1	XP_019916318.1	*	*	*
4	4	0.938	*	XP_019914610.1	XP_746275.1	XP_028528105.1	XP_028861337.1
4	4	0.939	*	XP_019914603.1	XP_738641.2	XP_028527007.1	XP_028861134.1
4	4	0.752	*	XP_019914790.1	XP_016655282.1	XP_028528922.1	XP_028861484.1
2	2	1	*	XP_019914506.1	*	*	XP_028859330.1
4	4	0.79	*	XP_019914447.1	XP_016653277.1	XP_028528114.1	XP_028861329.1
4	4	0.864	*	XP_019914427.1	XP_744665.1	XP_028526954.1	XP_028861080.1
2	2	1	XP_012337100.1	XP_019916390.1	*	*	*
4	4	0.909	*	XP_019914367.1	XP_739005.1	XP_028527016.1	XP_028861143.1
4	4	0.881	*	XP_019914308.1	XP_744667.2	XP_028526953.1	XP_028861079.1
2	2	1	XP_012338595.1	XP_019916463.1	*	*	*
5	5	0.857	XP_012336243.1	XP_019915351.1	XP_746009.2	XP_028530734.1	XP_028862064.1
4	4	0.903	*	XP_019914867.1	XP_016653529.1	XP_028529323.1	XP_028861878.1
4	4	0.85	*	XP_019915072.1	XP_016655290.1	XP_028528933.1	XP_028861495.1
3	3	0.911	*	XP_019915177.1	*	XP_028528946.1	XP_028861508.1
2	2	1	XP_012335074.1	XP_019916223.1	*	*	*
4	4	0.953	*	XP_019915315.1	XP_016654380.1	XP_028529374.1	XP_028861916.1
2	2	1	XP_012334986.1	XP_019916171.1	*	*	*
2	2	1	*	XP_019915375.1	*	*	XP_028863984.1
4	4	0.678	*	XP_019915376.1	XP_016654354.1	XP_028525832.1	XP_028861979.1
2	2	1	XP_012335675.1	XP_019916116.1	*	*	*
2	2	1	XP_012334429.1	XP_019915887.1	*	*	*
4	4	0.956	*	XP_019915627.1	XP_016653995.1	XP_028526644.1	XP_028862576.1
4	4	0.901	*	XP_019915633.1	XP_016654013.1	XP_028526682.1	XP_028862540.1
4	4	0.931	*	XP_019915750.1	XP_016652965.1	XP_028526424.1	XP_028862790.1
4	4	0.922	*	XP_019915774.1	XP_746016.1	XP_028526712.1	XP_028862511.1
4	4	0.62	*	XP_019915778.1	XP_016653023.1	XP_028526526.1	XP_028862691.1
