# Species	Genes	Alg.-Conn.	GCA_000499725.1_EBH001_protein.faa	GCF_000499385.1_ENH001_protein.faa	GCF_000499425.1_EAH001_protein.faa	GCF_000499545.2_ETH001_protein.faa	GCF_000499605.1_EMW001_protein.faa
4	4	0.652	*	XP_013440536.1	XP_013252157.1	XP_013229070.1	XP_013338348.1
2	2	1	*	*	XP_013247579.1	*	XP_013337397.1
2	2	1	*	*	XP_013247436.1	*	XP_013337405.1
2	2	1	*	*	XP_013250827.1	*	XP_013337422.1
2	2	1	*	*	XP_013253001.1	*	XP_013337451.1
4	4	0.744	*	XP_013435577.1	XP_013251153.1	XP_013231607.1	XP_013338299.1
2	2	1	*	*	XP_013252309.1	*	XP_013337470.1
2	2	1	*	*	XP_013253101.1	*	XP_013337336.1
2	2	1	*	*	XP_013249412.1	*	XP_013337511.1
2	2	1	*	*	XP_013249847.1	*	XP_013337543.1
3	3	0.439	*	XP_013436171.1	*	XP_013236207.1	XP_013338226.1
3	3	0.291	*	XP_013437365.1	*	XP_013233920.1	XP_013338225.1
4	4	0.211	*	XP_013437366.1	XP_013249439.1	XP_013233921.1	XP_013338224.1
4	4	0.585	*	XP_013433380.1	XP_013248144.1	XP_013228947.1	XP_013338220.1
4	4	0.423	*	XP_013436613.1	XP_013249979.1	XP_013231963.1	XP_013338214.1
4	4	0.419	*	XP_013440532.1	XP_013252154.1	XP_013229075.1	XP_013338202.1
4	4	0.637	*	XP_013437620.1	XP_013247492.1	XP_013233065.1	XP_013338199.1
4	4	0.362	*	XP_013432589.1	XP_013249597.1	XP_013232829.1	XP_013338425.1
2	2	1	*	*	XP_013248089.1	*	XP_013337110.1
2	2	1	*	*	XP_013252124.1	*	XP_013337153.1
2	2	1	*	*	XP_013249717.1	*	XP_013337169.1
2	2	1	*	*	XP_013249834.1	*	XP_013337184.1
2	2	1	*	XP_013436438.1	*	*	XP_013338491.1
2	2	1	*	*	XP_013247554.1	*	XP_013337186.1
2	2	1	*	*	XP_013248622.1	*	XP_013337205.1
3	3	0.412	*	XP_013439487.1	*	XP_013234123.1	XP_013338432.1
2	2	1	*	*	XP_013249332.1	*	XP_013337217.1
4	4	0.898	*	XP_013437617.1	XP_013247487.1	XP_013233068.1	XP_013338195.1
3	3	0.448	*	XP_013433183.1	*	XP_013233591.1	XP_013338419.1
4	4	0.611	*	XP_013433184.1	XP_013252297.1	XP_013233590.1	XP_013338418.1
2	2	1	*	*	XP_013249489.1	*	XP_013337244.1
4	4	0.515	*	XP_013438406.1	XP_013248503.1	XP_013233415.1	XP_013338405.1
2	2	1	*	*	XP_013249403.1	*	XP_013337270.1
4	4	0.372	*	XP_013435614.1	XP_013247366.1	XP_013230558.1	XP_013338389.1
4	4	0.881	*	XP_013437626.1	XP_013252055.1	XP_013233061.1	XP_013338386.1
3	3	0.262	*	XP_013440308.1	*	XP_013233850.1	XP_013338374.1
3	3	0.776	*	XP_013440533.1	*	XP_013229073.1	XP_013338356.1
2	2	1	*	*	XP_013249675.1	*	XP_013337762.1
4	4	0.44	*	XP_013437127.1	XP_013250895.1	XP_013229158.1	XP_013338033.1
4	4	0.389	*	XP_013437126.1	XP_013250896.1	XP_013229157.1	XP_013338032.1
2	2	1	*	*	XP_013251147.1	*	XP_013337647.1
2	2	1	*	XP_013433303.1	*	*	XP_013338027.1
3	3	0.817	*	XP_013433305.1	XP_013250903.1	*	XP_013338024.1
2	2	1	*	*	XP_013249800.1	*	XP_013337648.1
3	3	0.733	*	XP_013434294.1	XP_013246958.1	*	XP_013337995.1
2	2	1	*	*	XP_013249090.1	*	XP_013337653.1
4	4	0.845	*	XP_013435798.1	XP_013247296.1	XP_013233795.1	XP_013337957.1
4	4	0.425	*	XP_013440587.1	XP_013251255.1	XP_013235527.1	XP_013338041.1
4	4	0.735	*	XP_013435797.1	XP_013247297.1	XP_013233794.1	XP_013337956.1
4	4	0.845	*	XP_013436494.1	XP_013249941.1	XP_013235582.1	XP_013337946.1
3	3	0.779	*	XP_013441065.1	XP_013250737.1	*	XP_013337921.1
4	4	0.373	*	XP_013437638.1	XP_013249923.1	XP_013228843.1	XP_013337917.1
4	4	0.761	*	XP_013438313.1	XP_013249920.1	XP_013228846.1	XP_013337914.1
4	4	0.844	*	XP_013437787.1	XP_013249919.1	XP_013228848.1	XP_013337911.1
2	2	1	*	*	XP_013249209.1	*	XP_013337773.1
2	2	1	*	XP_013437790.1	*	*	XP_013337909.1
2	2	1	*	*	XP_013247391.1	*	XP_013337793.1
3	3	0.811	*	XP_013432971.1	XP_013247544.1	*	XP_013338094.1
4	4	0.209	*	XP_013436788.1	XP_013249167.1	XP_013232127.1	XP_013338185.1
3	3	0.278	*	XP_013436584.1	*	XP_013230649.1	XP_013338181.1
2	2	1	*	*	XP_013251332.1	*	XP_013337591.1
4	4	0.804	*	XP_013434173.1	XP_013253082.1	XP_013235348.1	XP_013338158.1
3	3	0.856	*	XP_013433532.1	XP_013251714.1	*	XP_013338145.1
2	2	1	*	*	XP_013252888.1	*	XP_013337614.1
4	4	0.394	*	XP_013440255.1	XP_013249002.1	XP_013233699.1	XP_013338138.1
4	4	0.39	*	XP_013438625.1	XP_013249560.1	XP_013235948.1	XP_013338132.1
4	4	0.846	*	XP_013433377.1	XP_013248142.1	XP_013228950.1	XP_013338123.1
2	2	1	*	*	XP_013251979.1	*	XP_013335526.1
4	4	0.755	*	XP_013436489.1	XP_013247934.1	XP_013228785.1	XP_013338088.1
2	2	1	*	*	XP_013248743.1	*	XP_013337627.1
2	2	1	*	*	XP_013247302.1	*	XP_013337632.1
4	4	0.811	*	XP_013437324.1	XP_013251614.1	XP_013228778.1	XP_013338086.1
4	4	0.55	*	XP_013437327.1	XP_013251615.1	XP_013228776.1	XP_013338084.1
4	4	0.394	*	XP_013437340.1	XP_013246799.1	XP_013230778.1	XP_013338078.1
2	2	1	*	*	XP_013251148.1	*	XP_013337646.1
4	4	0.278	*	XP_013437030.1	XP_013252741.1	XP_013228506.1	XP_013338051.1
4	4	0.144	*	XP_013440414.1	XP_013252292.1	XP_013233130.1	XP_013338044.1
2	2	1	*	*	XP_013249127.1	*	XP_013333384.1
3	3	0.512	*	XP_013438361.1	XP_013250871.1	XP_013228246.1	*
2	2	1	*	*	XP_013250459.1	*	XP_013333241.1
2	2	1	*	*	XP_013250462.1	*	XP_013333244.1
2	2	1	*	*	XP_013248169.1	*	XP_013333252.1
2	2	1	*	*	XP_013249091.1	*	XP_013333313.1
3	3	0.612	*	XP_013433771.1	XP_013250828.1	XP_013232247.1	*
3	3	0.11	*	XP_013433780.1	XP_013250821.1	XP_013232238.1	*
3	3	0.286	*	XP_013436570.1	XP_013250813.1	XP_013228423.1	*
2	2	1	*	*	XP_013251710.1	*	XP_013333356.1
2	2	1	*	*	XP_013250172.1	*	XP_013333166.1
2	2	1	*	XP_013437369.1	XP_013250811.1	*	*
2	2	1	*	*	XP_013246875.1	*	XP_013333412.1
2	2	1	*	*	XP_013247994.1	*	XP_013333423.1
3	3	0.618	*	XP_013437368.1	XP_013250810.1	XP_013236321.1	*
2	2	1	*	XP_013437367.1	XP_013250809.1	*	*
2	2	1	*	*	XP_013246513.1	*	XP_013333424.1
3	3	0.82	*	XP_013434854.1	XP_013250797.1	XP_013232036.1	*
2	2	1	*	*	XP_013249191.1	*	XP_013333509.1
2	2	1	*	*	XP_013252461.1	*	XP_013333511.1
2	2	1	*	XP_013433813.1	XP_013251018.1	*	*
2	2	1	*	*	XP_013248425.1	*	XP_013332920.1
2	2	1	*	*	XP_013249398.1	*	XP_013332923.1
3	3	0.473	*	XP_013437169.1	XP_013251086.1	XP_013229955.1	*
2	2	1	*	XP_013436831.1	XP_013251058.1	*	*
3	3	0.529	*	XP_013439954.1	XP_013251036.1	XP_013235738.1	*
3	3	0.56	*	XP_013435042.1	XP_013251035.1	XP_013234746.1	*
2	2	1	*	*	XP_013249749.1	*	XP_013332941.1
3	3	0.679	*	XP_013435043.1	XP_013251034.1	XP_013234747.1	*
3	3	0.44	*	XP_013432714.1	XP_013251030.1	XP_013232811.1	*
3	3	0.962	*	XP_013434471.1	XP_013250786.1	XP_013231225.1	*
2	2	1	*	*	XP_013250953.1	*	XP_013332993.1
3	3	0.415	*	XP_013440464.1	XP_013250971.1	XP_013228749.1	*
2	2	1	*	*	XP_013250472.1	*	XP_013333040.1
3	3	0.302	*	XP_013435312.1	XP_013250970.1	XP_013229816.1	*
2	2	1	*	*	XP_013251271.1	*	XP_013333056.1
2	2	1	*	*	XP_013247005.1	*	XP_013333075.1
2	2	1	*	*	XP_013246715.1	*	XP_013333077.1
2	2	1	*	*	XP_013253294.1	*	XP_013333120.1
2	2	1	*	*	XP_013247446.1	*	XP_013333125.1
3	3	0.738	*	XP_013436955.1	XP_013250537.1	XP_013232793.1	*
2	2	1	*	*	XP_013252397.1	*	XP_013333665.1
2	2	1	*	*	XP_013251312.1	*	XP_013333678.1
2	2	1	*	*	XP_013248298.1	*	XP_013333708.1
2	2	1	*	XP_013434799.1	XP_013250581.1	*	*
2	2	1	*	*	XP_013247503.1	*	XP_013333709.1
3	3	0.622	*	XP_013437656.1	XP_013250560.1	XP_013236193.1	*
2	2	1	*	*	XP_013247212.1	*	XP_013333731.1
2	2	1	*	*	XP_013251296.1	*	XP_013333745.1
3	3	0.389	*	XP_013433920.1	XP_013250558.1	XP_013232420.1	*
2	2	1	*	*	XP_013252423.1	*	XP_013333648.1
3	3	0.826	*	XP_013438442.1	XP_013250517.1	XP_013231842.1	*
2	2	1	*	XP_013433964.1	XP_013250509.1	*	*
2	2	1	*	*	XP_013250088.1	*	XP_013333756.1
2	2	1	*	*	XP_013250092.1	*	XP_013333762.1
2	2	1	*	*	XP_013253265.1	*	XP_013333801.1
2	2	1	*	XP_013440611.1	XP_013250502.1	*	*
2	2	1	*	*	XP_013253268.1	*	XP_013333803.1
2	2	1	*	*	XP_013253270.1	*	XP_013333804.1
2	2	1	*	*	XP_013249435.1	*	XP_013333899.1
2	2	1	*	*	XP_013249927.1	*	XP_013333584.1
3	3	0.99	*	XP_013439047.1	XP_013250766.1	XP_013233533.1	*
2	2	1	*	*	XP_013249060.1	*	XP_013333527.1
2	2	1	*	*	XP_013246543.1	*	XP_013333536.1
3	3	0.88	*	XP_013438137.1	XP_013250753.1	XP_013229317.1	*
2	2	1	*	*	XP_013246508.1	*	XP_013333562.1
3	3	0.8	*	XP_013440344.1	XP_013250731.1	XP_013230953.1	*
3	3	0.996	*	XP_013433222.1	XP_013250679.1	XP_013233974.1	*
2	2	1	*	*	XP_013247017.1	*	XP_013333570.1
3	3	0.79	*	XP_013433221.1	XP_013250678.1	XP_013233973.1	*
3	3	0.916	*	XP_013438874.1	XP_013251096.1	XP_013231132.1	*
2	2	1	*	*	XP_013247402.1	*	XP_013333592.1
3	3	0.661	*	XP_013439066.1	XP_013250656.1	XP_013232853.1	*
2	2	1	*	*	XP_013251490.1	*	XP_013333610.1
2	2	1	*	*	XP_013249613.1	*	XP_013333632.1
3	3	0.457	*	XP_013437809.1	XP_013250624.1	XP_013230262.1	*
2	2	1	*	*	XP_013250635.1	*	XP_013333638.1
2	2	1	*	*	XP_013252428.1	*	XP_013333643.1
3	3	0.725	*	XP_013439614.1	XP_013250604.1	XP_013228035.1	*
3	3	0.518	*	XP_013433868.1	XP_013250602.1	XP_013233458.1	*
2	2	1	*	*	*	XP_013233743.1	XP_013337360.1
2	2	1	*	XP_013436549.1	XP_013251655.1	*	*
3	3	0.71	*	XP_013433205.1	XP_013251652.1	XP_013235724.1	*
2	2	1	*	*	*	XP_013229017.1	XP_013336245.1
2	2	1	*	*	*	XP_013228627.1	XP_013336379.1
2	2	1	*	*	*	XP_013231280.1	XP_013336749.1
2	2	1	*	XP_013441011.1	XP_013251636.1	*	*
2	2	1	*	*	*	XP_013234326.1	XP_013336966.1
2	2	1	*	*	*	XP_013235580.1	XP_013337046.1
2	2	1	*	*	*	XP_013234604.1	XP_013337260.1
2	2	1	*	*	*	XP_013235660.1	XP_013336112.1
2	2	1	*	*	*	XP_013235479.1	XP_013337635.1
2	2	1	*	*	*	XP_013235626.1	XP_013337694.1
2	2	1	*	XP_013435914.1	XP_013251580.1	*	*
2	2	1	*	*	*	XP_013235335.1	XP_013337730.1
3	3	0.824	*	XP_013433827.1	XP_013251577.1	XP_013233310.1	*
3	3	0.966	*	XP_013432510.1	XP_013251565.1	XP_013228922.1	*
3	3	0.9	*	XP_013435622.1	XP_013251518.1	XP_013231271.1	*
3	3	0.953	*	XP_013438857.1	XP_013251505.1	XP_013232208.1	*
2	2	1	*	XP_013432848.1	XP_013251454.1	*	*
2	2	1	*	*	*	XP_013231420.1	XP_013334799.1
3	3	0.847	*	XP_013439419.1	XP_013251783.1	XP_013228359.1	*
2	2	1	*	*	*	XP_013231634.1	XP_013334269.1
2	2	1	*	*	*	XP_013229367.1	XP_013334505.1
3	3	0.446	*	XP_013437133.1	XP_013251738.1	XP_013229165.1	*
3	3	0.558	*	XP_013437132.1	XP_013251737.1	XP_013229164.1	*
3	3	0.255	*	XP_013437131.1	XP_013251736.1	XP_013229162.1	*
2	2	1	*	*	*	XP_013236246.1	XP_013334709.1
2	2	1	*	XP_013434591.1	XP_013251726.1	*	*
2	2	1	*	*	*	XP_013233160.1	XP_013334797.1
2	2	1	*	*	*	XP_013232504.1	XP_013337788.1
2	2	1	*	*	*	XP_013234847.1	XP_013335136.1
2	2	1	*	XP_013433340.1	XP_013251692.1	*	*
3	3	0.531	*	XP_013432558.1	XP_013251666.1	XP_013228524.1	*
2	2	1	*	XP_013434613.1	*	XP_013227984.1	*
2	2	1	*	*	*	XP_013234465.1	XP_013335160.1
2	2	1	*	*	*	XP_013229233.1	XP_013335913.1
2	2	1	*	*	*	XP_013235014.1	XP_013335981.1
2	2	1	*	*	*	XP_013235164.1	XP_013336060.1
2	2	1	*	*	*	XP_013232255.1	XP_013336061.1
3	3	0.843	*	XP_013437471.1	XP_013251190.1	XP_013233168.1	*
2	2	1	*	*	XP_013252927.1	*	XP_013332779.1
3	3	0.536	*	XP_013433556.1	XP_013251321.1	XP_013232069.1	*
3	3	0.552	*	XP_013435841.1	XP_013251316.1	XP_013230405.1	*
2	2	1	*	*	XP_013248571.1	*	XP_013332797.1
2	2	1	*	XP_013439570.1	XP_013251308.1	*	*
2	2	1	*	*	XP_013248492.1	*	XP_013332834.1
2	2	1	*	*	XP_013250480.1	*	XP_013332856.1
2	2	1	*	*	XP_013252831.1	*	XP_013332879.1
3	3	0.801	*	XP_013434037.1	XP_013251216.1	XP_013227825.1	*
2	2	1	*	*	XP_013250985.1	*	XP_013332764.1
3	3	0.839	*	XP_013436990.1	XP_013251159.1	XP_013229137.1	*
2	2	1	*	*	XP_013252737.1	*	XP_013332885.1
2	2	1	*	*	XP_013253007.1	*	XP_013332887.1
2	2	1	*	XP_013438079.1	XP_013251146.1	*	*
3	3	0.628	*	XP_013438472.1	XP_013251125.1	XP_013231812.1	*
2	2	1	*	*	XP_013247902.1	*	XP_013332888.1
2	2	1	*	*	XP_013250752.1	*	XP_013332900.1
3	3	0.88	*	XP_013435166.1	XP_013251115.1	XP_013234750.1	*
3	3	0.253	*	XP_013440656.1	XP_013251106.1	XP_013228902.1	*
2	2	1	*	*	*	XP_013229544.1	XP_013338573.1
2	2	1	*	*	*	XP_013233529.1	XP_013337862.1
3	3	0.955	*	XP_013439056.1	XP_013251442.1	XP_013232843.1	*
2	2	1	*	*	*	XP_013233178.1	XP_013338000.1
3	3	0.672	*	XP_013439054.1	XP_013251440.1	XP_013232841.1	*
2	2	1	*	XP_013439052.1	XP_013251439.1	*	*
2	2	1	*	XP_013437835.1	XP_013251383.1	*	*
2	2	1	*	*	*	XP_013229151.1	XP_013338025.1
2	2	1	*	*	*	XP_013228666.1	XP_013338037.1
2	2	1	*	*	*	XP_013233440.1	XP_013338231.1
2	2	1	*	*	XP_013250150.1	*	XP_013333932.1
2	2	1	*	*	XP_013249201.1	*	XP_013332569.1
2	2	1	*	*	XP_013249453.1	*	XP_013332577.1
2	2	1	*	*	XP_013249455.1	*	XP_013332579.1
2	2	1	*	*	XP_013253022.1	*	XP_013332652.1
3	3	0.488	*	XP_013437578.1	XP_013251343.1	XP_013235860.1	*
2	2	1	*	*	XP_013253081.1	*	XP_013332681.1
2	2	1	*	*	XP_013247640.1	*	XP_013332685.1
2	2	1	*	*	XP_013248505.1	*	XP_013332726.1
2	2	1	*	*	XP_013247331.1	*	XP_013332742.1
3	3	0.72	*	XP_013434614.1	XP_013249164.1	XP_013227983.1	*
2	2	1	*	*	XP_013251640.1	*	XP_013334815.1
3	3	0.408	*	XP_013440256.1	XP_013249264.1	XP_013233698.1	*
3	3	0.835	*	XP_013437385.1	XP_013249249.1	XP_013233116.1	*
2	2	1	*	*	XP_013253142.1	*	XP_013334844.1
2	2	1	*	XP_013436691.1	XP_013249245.1	*	*
3	3	0.814	*	XP_013433258.1	XP_013249234.1	XP_013228208.1	*
3	3	0.966	*	XP_013434725.1	XP_013249213.1	XP_013235553.1	*
2	2	1	*	*	XP_013252725.1	*	XP_013334867.1
2	2	1	*	*	XP_013251131.1	*	XP_013334871.1
2	2	1	*	*	XP_013251771.1	*	XP_013334704.1
3	3	0.855	*	XP_013440289.1	XP_013249125.1	XP_013232057.1	*
2	2	1	*	XP_013434521.1	XP_013249120.1	*	*
2	2	1	*	*	XP_013247043.1	*	XP_013334879.1
2	2	1	*	XP_013437500.1	XP_013249094.1	*	*
2	2	1	*	*	XP_013252583.1	*	XP_013334885.1
2	2	1	*	*	XP_013248858.1	*	XP_013334891.1
2	2	1	*	XP_013432565.1	XP_013249093.1	*	*
2	2	1	*	*	XP_013249628.1	*	XP_013334903.1
2	2	1	*	*	XP_013249626.1	*	XP_013334905.1
3	3	0.85	*	XP_013436125.1	XP_013249349.1	XP_013233509.1	*
3	3	0.486	*	XP_013437959.1	XP_013249444.1	XP_013231648.1	*
2	2	1	*	*	XP_013250118.1	*	XP_013334625.1
2	2	1	*	XP_013436999.1	XP_013249437.1	*	*
3	3	0.63	*	XP_013440368.1	XP_013249418.1	XP_013233599.1	*
3	3	0.894	*	XP_013440065.1	XP_013249401.1	XP_013231170.1	*
3	3	0.619	*	XP_013437753.1	XP_013249393.1	XP_013227929.1	*
2	2	1	*	XP_013440830.1	XP_013249372.1	*	*
3	3	0.269	*	XP_013440831.1	XP_013249370.1	XP_013229313.1	*
2	2	1	*	XP_013435667.1	XP_013249352.1	*	*
2	2	1	*	*	XP_013251965.1	*	XP_013334964.1
2	2	1	*	XP_013439470.1	XP_013249347.1	*	*
2	2	1	*	XP_013439469.1	XP_013249346.1	*	*
2	2	1	*	*	XP_013247406.1	*	XP_013334627.1
3	3	0.591	*	XP_013432938.1	XP_013249341.1	XP_013232230.1	*
2	2	1	*	XP_013432530.1	XP_013249323.1	*	*
3	3	0.844	*	XP_013440437.1	XP_013249302.1	XP_013228771.1	*
2	2	1	*	*	XP_013246997.1	*	XP_013334632.1
2	2	1	*	*	XP_013250877.1	*	XP_013334637.1
2	2	1	*	*	XP_013250072.1	*	XP_013334667.1
2	2	1	*	*	XP_013249258.1	*	XP_013335482.1
2	2	1	*	*	XP_013251852.1	*	XP_013335310.1
3	3	0.281	*	XP_013438076.1	XP_013248693.1	XP_013230132.1	*
3	3	0.235	*	XP_013440420.1	XP_013248691.1	XP_013233137.1	*
3	3	0.633	*	XP_013435389.1	XP_013248689.1	XP_013232094.1	*
2	2	1	*	XP_013433030.1	XP_013248678.1	*	*
2	2	1	*	XP_013435424.1	XP_013248641.1	*	*
2	2	1	*	*	XP_013249540.1	*	XP_013335329.1
2	2	1	*	*	XP_013248037.1	*	XP_013335447.1
2	2	1	*	*	XP_013252015.1	*	XP_013335477.1
3	3	0.15	*	XP_013433829.1	XP_013248694.1	XP_013233312.1	*
2	2	1	*	XP_013436963.1	XP_013248640.1	*	*
2	2	1	*	XP_013440981.1	XP_013248633.1	*	*
3	3	0.886	*	XP_013433211.1	XP_013248625.1	XP_013233963.1	*
2	2	1	*	XP_013438831.1	XP_013248563.1	*	*
3	3	0.187	*	XP_013434136.1	XP_013248488.1	XP_013232958.1	*
3	3	0.703	*	XP_013437114.1	XP_013248462.1	XP_013229043.1	*
3	3	0.255	*	XP_013438864.1	XP_013248442.1	XP_013232215.1	*
3	3	0.895	*	XP_013437743.1	XP_013248429.1	XP_013227939.1	*
2	2	1	*	*	XP_013249256.1	*	XP_013335484.1
2	2	1	*	*	XP_013248525.1	*	XP_013335157.1
2	2	1	*	*	XP_013252312.1	*	XP_013334966.1
2	2	1	*	XP_013434063.1	XP_013249062.1	*	*
2	2	1	*	XP_013435261.1	XP_013249029.1	*	*
3	3	0.413	*	XP_013438476.1	XP_013248966.1	XP_013232406.1	*
2	2	1	*	*	XP_013252548.1	*	XP_013334976.1
2	2	1	*	*	XP_013252053.1	*	XP_013335101.1
2	2	1	*	*	XP_013248004.1	*	XP_013335113.1
3	3	0.848	*	XP_013437711.1	XP_013248877.1	XP_013232450.1	*
2	2	1	*	XP_013439799.1	XP_013248871.1	*	*
2	2	1	*	XP_013435084.1	XP_013249452.1	*	*
2	2	1	*	*	XP_013252881.1	*	XP_013335199.1
3	3	0.924	*	XP_013436730.1	XP_013248824.1	XP_013233768.1	*
2	2	1	*	*	XP_013248936.1	*	XP_013335242.1
3	3	0.586	*	XP_013433943.1	XP_013248777.1	XP_013232064.1	*
3	3	0.772	*	XP_013436717.1	XP_013248749.1	XP_013233781.1	*
3	3	0.642	*	XP_013434347.1	XP_013248733.1	XP_013228874.1	*
2	2	1	*	*	XP_013249535.1	*	XP_013335308.1
3	3	0.854	*	XP_013433223.1	XP_013248700.1	XP_013233975.1	*
3	3	0.89	*	XP_013436757.1	XP_013248697.1	XP_013229396.1	*
2	2	1	*	*	XP_013251626.1	*	XP_013334328.1
2	2	1	*	*	XP_013251516.1	*	XP_013334153.1
3	3	0.506	*	XP_013433648.1	XP_013250278.1	XP_013228332.1	*
2	2	1	*	*	XP_013249520.1	*	XP_013334196.1
2	2	1	*	*	XP_013250982.1	*	XP_013334225.1
2	2	1	*	*	XP_013249056.1	*	XP_013334236.1
3	3	0.883	*	XP_013439718.1	XP_013250264.1	XP_013231372.1	*
3	3	0.679	*	XP_013438608.1	XP_013250259.1	XP_013231341.1	*
2	2	1	*	*	XP_013252241.1	*	XP_013334283.1
2	2	1	*	*	XP_013250958.1	*	XP_013334297.1
2	2	1	*	XP_013440465.1	XP_013250297.1	*	*
2	2	1	*	*	XP_013251884.1	*	XP_013334339.1
2	2	1	*	XP_013436303.1	XP_013250231.1	*	*
3	3	0.572	*	XP_013435544.1	XP_013250181.1	XP_013232579.1	*
2	2	1	*	*	XP_013251186.1	*	XP_013334376.1
2	2	1	*	*	XP_013250936.1	*	XP_013334397.1
3	3	0.761	*	XP_013439734.1	XP_013250089.1	XP_013228803.1	*
2	2	1	*	*	XP_013249254.1	*	XP_013334449.1
2	2	1	*	*	XP_013247428.1	*	XP_013334451.1
3	3	0.549	*	XP_013436591.1	XP_013250009.1	XP_013230656.1	*
3	3	0.727	*	XP_013436430.1	XP_013250436.1	XP_013235443.1	*
2	2	1	*	*	XP_013253231.1	*	XP_013333987.1
3	3	0.581	*	XP_013436661.1	XP_013250455.1	XP_013233835.1	*
3	3	0.935	*	XP_013436660.1	XP_013250454.1	XP_013233834.1	*
3	3	0.134	*	XP_013436659.1	XP_013250453.1	XP_013233833.1	*
3	3	0.757	*	XP_013440762.1	XP_013250446.1	XP_013232403.1	*
3	3	0.688	*	XP_013440761.1	XP_013250445.1	XP_013232402.1	*
2	2	1	*	*	XP_013248905.1	*	XP_013334039.1
2	2	1	*	XP_013435985.1	XP_013250438.1	*	*
2	2	1	*	XP_013435983.1	XP_013250437.1	*	*
2	2	1	*	*	XP_013246873.1	*	XP_013334476.1
3	3	0.749	*	XP_013436816.1	XP_013250397.1	XP_013235628.1	*
2	2	1	*	*	XP_013251654.1	*	XP_013334076.1
2	2	1	*	*	XP_013251733.1	*	XP_013334085.1
2	2	1	*	*	XP_013247002.1	*	XP_013334106.1
2	2	1	*	*	XP_013252990.1	*	XP_013334108.1
3	3	0.325	*	XP_013433678.1	XP_013250310.1	XP_013228441.1	*
2	2	1	*	*	XP_013252334.1	*	XP_013334114.1
2	2	1	*	*	XP_013249999.1	*	XP_013334120.1
3	3	0.327	*	XP_013436128.1	XP_013250304.1	XP_013233512.1	*
3	3	0.479	*	XP_013440291.1	XP_013249563.1	XP_013232055.1	*
3	3	0.494	*	XP_013436733.1	XP_013249639.1	XP_013233765.1	*
2	2	1	*	*	XP_013247075.1	*	XP_013334567.1
2	2	1	*	*	XP_013250637.1	*	XP_013334584.1
3	3	0.206	*	XP_013435538.1	XP_013249631.1	XP_013232573.1	*
3	3	0.787	*	XP_013432587.1	XP_013249599.1	XP_013232831.1	*
3	3	0.73	*	XP_013435676.1	XP_013249584.1	XP_013232598.1	*
3	3	0.963	*	XP_013434095.1	XP_013249582.1	XP_013236061.1	*
3	3	0.343	*	XP_013440470.1	XP_013249578.1	XP_013232676.1	*
3	3	0.516	*	XP_013437726.1	XP_013249572.1	XP_013233242.1	*
3	3	0.653	*	XP_013436798.1	XP_013249685.1	XP_013227965.1	*
3	3	0.623	*	XP_013440293.1	XP_013249562.1	XP_013232053.1	*
3	3	0.745	*	XP_013441082.1	XP_013249553.1	XP_013230401.1	*
2	2	1	*	*	XP_013248234.1	*	XP_013334585.1
2	2	1	*	XP_013434708.1	XP_013249537.1	*	*
3	3	0.786	*	XP_013433810.1	XP_013249536.1	XP_013228400.1	*
2	2	1	*	*	XP_013250256.1	*	XP_013334597.1
2	2	1	*	*	XP_013252595.1	*	XP_013334618.1
3	3	0.549	*	XP_013435787.1	XP_013249482.1	XP_013233860.1	*
3	3	0.886	*	XP_013433401.1	XP_013249478.1	XP_013228301.1	*
2	2	1	*	*	XP_013250658.1	*	XP_013334555.1
3	3	0.25	*	XP_013434612.1	XP_013249982.1	XP_013227985.1	*
3	3	0.345	*	XP_013434932.1	XP_013249958.1	XP_013228159.1	*
3	3	0.759	*	XP_013436821.1	XP_013249874.1	XP_013236018.1	*
3	3	0.814	*	XP_013439050.1	XP_013249871.1	XP_013230486.1	*
2	2	1	*	*	XP_013251495.1	*	XP_013334495.1
2	2	1	*	*	XP_013252969.1	*	XP_013334517.1
3	3	0.37	*	XP_013439618.1	XP_013249860.1	XP_013228039.1	*
2	2	1	*	XP_013436634.1	XP_013249854.1	*	*
2	2	1	*	*	XP_013248850.1	*	XP_013334530.1
2	2	1	*	*	*	XP_013236261.1	XP_013334203.1
2	2	1	*	*	XP_013248165.1	*	XP_013334561.1
2	2	1	*	*	XP_013246867.1	*	XP_013334562.1
3	3	0.69	*	XP_013432887.1	XP_013249763.1	XP_013230794.1	*
2	2	1	*	XP_013439318.1	XP_013249731.1	*	*
3	3	0.616	*	XP_013438074.1	XP_013249730.1	XP_013230130.1	*
3	3	0.434	*	XP_013439904.1	XP_013249728.1	XP_013233233.1	*
3	3	0.595	*	XP_013433587.1	XP_013249724.1	XP_013228931.1	*
3	3	0.421	*	XP_013437629.1	XP_013249720.1	XP_013233058.1	*
2	2	1	*	XP_013438850.1	XP_013249695.1	*	*
2	2	1	*	XP_013440101.1	*	XP_013230318.1	*
2	2	1	*	XP_013435838.1	*	XP_013230403.1	*
2	2	1	*	XP_013441080.1	*	XP_013230398.1	*
2	2	1	*	XP_013441077.1	*	XP_013230396.1	*
2	2	1	*	XP_013437017.1	*	XP_013230394.1	*
2	2	1	*	XP_013441069.1	*	XP_013230390.1	*
2	2	1	*	XP_013440523.1	*	XP_013232732.1	*
2	2	1	*	XP_013437566.1	*	XP_013230350.1	*
