# Species	Genes	Alg.-Conn.	GCF_000208865.1_ASM20886v2_protein.faa	GCF_001601855.1_ASM160185v1_protein.faa	GCF_002563875.1_Bbes1.0_protein.faa	GCF_900002375.2_GCA_900002375_protein.faa	GCF_900005765.1_PRELSG_protein.faa
2	2	1	XP_003885882.1	*	XP_029222360.1	*	*
2	2	1	XP_003885954.1	*	XP_029222287.1	*	*
2	2	1	XP_003885951.1	*	XP_029222290.1	*	*
2	2	1	XP_003885948.1	*	XP_029222293.1	*	*
2	2	1	XP_003885947.1	*	XP_029222294.1	*	*
2	2	1	XP_003885946.1	*	XP_029222295.1	*	*
2	2	1	XP_003885945.1	*	XP_029222296.1	*	*
2	2	1	XP_003885943.1	*	XP_029222297.1	*	*
2	2	1	XP_003885942.1	*	XP_029222299.1	*	*
2	2	1	XP_003885940.1	*	XP_029222301.1	*	*
2	2	1	XP_003885938.1	*	XP_029222304.1	*	*
2	2	1	XP_003885937.1	*	XP_029222305.1	*	*
2	2	1	XP_003885932.1	*	XP_029222310.1	*	*
2	2	1	XP_003885931.1	*	XP_029222311.1	*	*
2	2	1	XP_003885930.1	*	XP_029222312.1	*	*
2	2	1	XP_003885928.1	*	XP_029222314.1	*	*
2	2	1	XP_003885803.1	*	XP_029221463.1	*	*
2	2	1	XP_003885790.1	*	XP_029221475.1	*	*
2	2	1	XP_003885791.1	*	XP_029221474.1	*	*
2	2	1	XP_003885792.1	*	XP_029221473.1	*	*
2	2	1	XP_003885793.1	*	XP_029221472.1	*	*
2	2	1	XP_003885794.1	*	XP_029221471.1	*	*
2	2	1	XP_003885796.1	*	XP_029221469.1	*	*
2	2	1	XP_003885799.1	*	XP_029221466.1	*	*
2	2	1	XP_003885800.1	*	XP_029221465.1	*	*
2	2	1	XP_003885789.1	*	XP_029221476.1	*	*
2	2	1	XP_003885804.1	*	XP_029221462.1	*	*
2	2	1	XP_003885808.1	*	XP_029221453.1	*	*
2	2	1	XP_003885809.1	*	XP_029221452.1	*	*
2	2	1	XP_003885810.1	*	XP_029221451.1	*	*
2	2	1	XP_003885811.1	*	XP_029221450.1	*	*
2	2	1	XP_003885812.1	*	XP_029221449.1	*	*
2	2	1	XP_003885814.1	*	XP_029221448.1	*	*
2	2	1	XP_003885815.1	*	XP_029221447.1	*	*
2	2	1	XP_003885785.1	*	XP_029221478.1	*	*
2	2	1	XP_003885782.1	*	XP_029221483.1	*	*
2	2	1	XP_003885781.1	*	XP_029221484.1	*	*
2	2	1	XP_003885780.1	*	XP_029221485.1	*	*
2	2	1	XP_003885779.1	*	XP_029221486.1	*	*
2	2	1	XP_003885776.1	*	XP_029221489.1	*	*
2	2	1	XP_003885775.1	*	XP_029221490.1	*	*
2	2	1	XP_003885774.1	*	XP_029221491.1	*	*
2	2	1	XP_003885773.1	*	XP_029221492.1	*	*
2	2	1	XP_003885771.1	*	XP_029221495.1	*	*
2	2	1	XP_003885766.1	*	XP_029221500.1	*	*
2	2	1	XP_003885764.1	*	XP_029221502.1	*	*
2	2	1	XP_003885762.1	*	XP_029221504.1	*	*
2	2	1	XP_003885761.1	*	XP_029221505.1	*	*
2	2	1	XP_003885760.1	*	XP_029221506.1	*	*
2	2	1	XP_003885865.1	*	XP_029222376.1	*	*
2	2	1	XP_003885849.1	*	XP_029222393.1	*	*
2	2	1	XP_003885850.1	*	XP_029222392.1	*	*
2	2	1	XP_003885854.1	*	XP_029222387.1	*	*
2	2	1	XP_003885855.1	*	XP_029222386.1	*	*
2	2	1	XP_003885856.1	*	XP_029222385.1	*	*
2	2	1	XP_003885858.1	*	XP_029222383.1	*	*
2	2	1	XP_003885859.1	*	XP_029222382.1	*	*
2	2	1	XP_003885860.1	*	XP_029222381.1	*	*
2	2	1	XP_003885847.1	*	XP_029221415.1	*	*
2	2	1	XP_003885866.1	*	XP_029222374.1	*	*
2	2	1	XP_003885876.1	*	XP_029222366.1	*	*
2	2	1	XP_003885877.1	*	XP_029222365.1	*	*
2	2	1	XP_003885878.1	*	XP_029222364.1	*	*
2	2	1	XP_003885879.1	*	XP_029222363.1	*	*
2	2	1	XP_003885880.1	*	XP_029222362.1	*	*
2	2	1	XP_003885881.1	*	XP_029222361.1	*	*
2	2	1	XP_003885973.1	*	XP_029222264.1	*	*
2	2	1	XP_003885846.1	*	XP_029221416.1	*	*
2	2	1	XP_003885843.1	*	XP_029221420.1	*	*
2	2	1	XP_003885842.1	*	XP_029221421.1	*	*
2	2	1	XP_003885841.1	*	XP_029221422.1	*	*
2	2	1	XP_003885839.1	*	XP_029221425.1	*	*
2	2	1	XP_003885838.1	*	XP_029221426.1	*	*
2	2	1	XP_003885832.1	*	XP_029221431.1	*	*
2	2	1	XP_003885828.1	*	XP_029221434.1	*	*
2	2	1	XP_003885825.1	*	XP_029221438.1	*	*
2	2	1	XP_003885824.1	*	XP_029221439.1	*	*
2	2	1	XP_003885820.1	*	XP_029221442.1	*	*
2	2	1	XP_003885819.1	*	XP_029221443.1	*	*
2	2	1	XP_003885818.1	*	XP_029221444.1	*	*
2	2	1	XP_003885817.1	*	XP_029221445.1	*	*
2	2	1	XP_003885816.1	*	XP_029221446.1	*	*
2	2	1	XP_003886133.1	*	XP_029222246.1	*	*
2	2	1	XP_003886117.1	*	XP_029222228.1	*	*
2	2	1	XP_003886118.1	*	XP_029222229.1	*	*
2	2	1	XP_003886123.1	*	XP_029222235.1	*	*
2	2	1	XP_003886124.1	*	XP_029222236.1	*	*
2	2	1	XP_003886125.1	*	XP_029222238.1	*	*
2	2	1	XP_003886126.1	*	XP_029222239.1	*	*
2	2	1	XP_003886129.1	*	XP_029222242.1	*	*
2	2	1	XP_003886130.1	*	XP_029222244.1	*	*
2	2	1	XP_003886114.1	*	XP_029222222.1	*	*
2	2	1	XP_003886135.1	*	XP_029222221.1	*	*
2	2	1	XP_003886137.1	*	XP_029222114.1	*	*
2	2	1	XP_003886138.1	*	XP_029222113.1	*	*
2	2	1	XP_003886140.1	*	XP_029222111.1	*	*
2	2	1	XP_003886142.1	*	XP_029222109.1	*	*
2	2	1	XP_003886143.1	*	XP_029222108.1	*	*
2	2	1	XP_003886146.1	*	XP_029222105.1	*	*
2	2	1	XP_003886149.1	*	XP_029222103.1	*	*
2	2	1	XP_003886112.1	*	XP_029222120.1	*	*
2	2	1	XP_003886111.1	*	XP_029222121.1	*	*
2	2	1	XP_003886110.1	*	XP_029222122.1	*	*
2	2	1	XP_003886107.1	*	XP_029222124.1	*	*
2	2	1	XP_003886103.1	*	XP_029222129.1	*	*
2	2	1	XP_003886102.1	*	XP_029222130.1	*	*
2	2	1	XP_003886100.1	*	XP_029222132.1	*	*
2	2	1	XP_003886098.1	*	XP_029222135.1	*	*
2	2	1	XP_003886096.1	*	XP_029222137.1	*	*
2	2	1	XP_003886095.1	*	XP_029222138.1	*	*
2	2	1	XP_003886094.1	*	XP_029222139.1	*	*
2	2	1	XP_003886093.1	*	XP_029222140.1	*	*
2	2	1	XP_003886092.1	*	XP_029222141.1	*	*
2	2	1	XP_003886091.1	*	XP_029222142.1	*	*
2	2	1	XP_003886090.1	*	XP_029222143.1	*	*
2	2	1	XP_003886189.1	*	XP_029222055.1	*	*
2	2	1	XP_003886174.1	*	XP_029222073.1	*	*
2	2	1	XP_003886177.1	*	XP_029222070.1	*	*
2	2	1	XP_003886178.1	*	XP_029222069.1	*	*
2	2	1	XP_003886179.1	*	XP_029222068.1	*	*
2	2	1	XP_003886181.1	*	XP_029222066.1	*	*
2	2	1	XP_003886182.1	*	XP_029222063.1	*	*
2	2	1	XP_003886184.1	*	XP_029222060.1	*	*
2	2	1	XP_003886186.1	*	XP_029222058.1	*	*
2	2	1	XP_003886172.1	*	XP_029222074.1	*	*
2	2	1	XP_003886190.1	*	XP_029222053.1	*	*
2	2	1	XP_003886191.1	*	XP_029222052.1	*	*
2	2	1	XP_003886193.1	*	XP_029222050.1	*	*
2	2	1	XP_003886196.1	*	XP_029222047.1	*	*
2	2	1	XP_003886198.1	*	XP_029222045.1	*	*
2	2	1	XP_003886199.1	*	XP_029222044.1	*	*
2	2	1	XP_003886200.1	*	XP_029222043.1	*	*
2	2	1	XP_003886089.1	*	XP_029222144.1	*	*
2	2	1	XP_003886171.1	*	XP_029222076.1	*	*
2	2	1	XP_003886170.1	*	XP_029222078.1	*	*
2	2	1	XP_003886167.1	*	XP_029222080.1	*	*
2	2	1	XP_003886166.1	*	XP_029222082.1	*	*
2	2	1	XP_003886165.1	*	XP_029222083.1	*	*
2	2	1	XP_003886164.1	*	XP_029222084.1	*	*
2	2	1	XP_003886163.1	*	XP_029222085.1	*	*
2	2	1	XP_003886162.1	*	XP_029222086.1	*	*
2	2	1	XP_003886161.1	*	XP_029222087.1	*	*
2	2	1	XP_003886160.1	*	XP_029222089.1	*	*
2	2	1	XP_003886156.1	*	XP_029222094.1	*	*
2	2	1	XP_003886155.1	*	XP_029222095.1	*	*
2	2	1	XP_003886154.1	*	XP_029222096.1	*	*
2	2	1	XP_003886152.1	*	XP_029222099.1	*	*
2	2	1	XP_003886151.1	*	XP_029222100.1	*	*
2	2	1	XP_003886009.1	*	XP_029222199.1	*	*
2	2	1	XP_003885996.1	*	XP_029222212.1	*	*
2	2	1	XP_003885999.1	*	XP_029222209.1	*	*
2	2	1	XP_003886000.1	*	XP_029222208.1	*	*
2	2	1	XP_003886001.1	*	XP_029222207.1	*	*
2	2	1	XP_003886004.1	*	XP_029222203.1	*	*
2	2	1	XP_003886005.1	*	XP_029222202.1	*	*
2	2	1	XP_003886007.1	*	XP_029222201.1	*	*
2	2	1	XP_003886008.1	*	XP_029222200.1	*	*
2	2	1	XP_003885995.1	*	XP_029222213.1	*	*
2	2	1	XP_003886010.1	*	XP_029222198.1	*	*
2	2	1	XP_003886011.1	*	XP_029222197.1	*	*
2	2	1	XP_003886012.1	*	XP_029222196.1	*	*
2	2	1	XP_003886013.1	*	XP_029222195.1	*	*
2	2	1	XP_003886014.1	*	XP_029222194.1	*	*
2	2	1	XP_003886015.1	*	XP_029222193.1	*	*
2	2	1	XP_003886018.1	*	XP_029222190.1	*	*
2	2	1	XP_003886020.1	*	XP_029222188.1	*	*
2	2	1	XP_003885994.1	*	XP_029222214.1	*	*
2	2	1	XP_003885993.1	*	XP_029222215.1	*	*
2	2	1	XP_003885992.1	*	XP_029222216.1	*	*
2	2	1	XP_003885990.1	*	XP_029222219.1	*	*
2	2	1	XP_003885989.1	*	XP_029222247.1	*	*
2	2	1	XP_003885988.1	*	XP_029222248.1	*	*
2	2	1	XP_003885987.1	*	XP_029222249.1	*	*
2	2	1	XP_003885985.1	*	XP_029222251.1	*	*
2	2	1	XP_003885984.1	*	XP_029222252.1	*	*
2	2	1	XP_003885983.1	*	XP_029222253.1	*	*
2	2	1	XP_003885981.1	*	XP_029222255.1	*	*
2	2	1	XP_003885980.1	*	XP_029222256.1	*	*
2	2	1	XP_003885979.1	*	XP_029222257.1	*	*
2	2	1	XP_003885978.1	*	XP_029222259.1	*	*
2	2	1	XP_003885974.1	*	XP_029222263.1	*	*
2	2	1	XP_003886075.1	*	XP_029222158.1	*	*
2	2	1	XP_003886048.1	*	XP_029222162.1	*	*
2	2	1	XP_003886050.1	*	XP_029222161.1	*	*
2	2	1	XP_003886051.1	*	XP_029221649.1	*	*
2	2	1	XP_003886060.1	*	XP_029221639.1	*	*
2	2	1	XP_003886061.1	*	XP_029221638.1	*	*
2	2	1	XP_003886063.1	*	XP_029221636.1	*	*
2	2	1	XP_003886067.1	*	XP_029221632.1	*	*
2	2	1	XP_003886069.1	*	XP_029221630.1	*	*
2	2	1	XP_003886047.1	*	XP_029222163.1	*	*
2	2	1	XP_003886077.1	*	XP_029222156.1	*	*
2	2	1	XP_003886082.1	*	XP_029222151.1	*	*
2	2	1	XP_003886083.1	*	XP_029222150.1	*	*
2	2	1	XP_003886084.1	*	XP_029222149.1	*	*
2	2	1	XP_003886085.1	*	XP_029222148.1	*	*
2	2	1	XP_003886086.1	*	XP_029222147.1	*	*
2	2	1	XP_003886087.1	*	XP_029222146.1	*	*
2	2	1	XP_003885759.1	*	XP_029221507.1	*	*
2	2	1	XP_003886046.1	*	XP_029222164.1	*	*
2	2	1	XP_003886043.1	*	XP_029222167.1	*	*
2	2	1	XP_003886041.1	*	XP_029222169.1	*	*
2	2	1	XP_003886040.1	*	XP_029222170.1	*	*
2	2	1	XP_003886039.1	*	XP_029222171.1	*	*
2	2	1	XP_003886038.1	*	XP_029222172.1	*	*
2	2	1	XP_003886035.1	*	XP_029222175.1	*	*
2	2	1	XP_003886029.1	*	XP_029222179.1	*	*
2	2	1	XP_003886028.1	*	XP_029222180.1	*	*
2	2	1	XP_003886027.1	*	XP_029222181.1	*	*
2	2	1	XP_003886026.1	*	XP_029222182.1	*	*
2	2	1	XP_003886025.1	*	XP_029222183.1	*	*
2	2	1	XP_003886024.1	*	XP_029222184.1	*	*
2	2	1	XP_003886022.1	*	XP_029222186.1	*	*
2	2	1	XP_003884435.1	*	XP_029219366.1	*	*
2	2	1	XP_003885454.1	*	XP_029217670.1	*	*
2	2	1	XP_003885443.1	*	XP_029217683.1	*	*
2	2	1	XP_003885444.1	*	XP_029217682.1	*	*
2	2	1	XP_003885445.1	*	XP_029217681.1	*	*
2	2	1	XP_003885448.1	*	XP_029217678.1	*	*
2	2	1	XP_003885449.1	*	XP_029217676.1	*	*
2	2	1	XP_003885450.1	*	XP_029217675.1	*	*
2	2	1	XP_003885451.1	*	XP_029217674.1	*	*
2	2	1	XP_003885452.1	*	XP_029217672.1	*	*
2	2	1	XP_003885442.1	*	XP_029217685.1	*	*
2	2	1	XP_003885455.1	*	XP_029217669.1	*	*
2	2	1	XP_003885456.1	*	XP_029217668.1	*	*
2	2	1	XP_003885457.1	*	XP_029217667.1	*	*
2	2	1	XP_003885461.1	*	XP_029217663.1	*	*
2	2	1	XP_003885462.1	*	XP_029217661.1	*	*
2	2	1	XP_003885464.1	*	XP_029217660.1	*	*
2	2	1	XP_003885465.1	*	XP_029217659.1	*	*
2	2	1	XP_003885467.1	*	XP_029217657.1	*	*
2	2	1	XP_003885439.1	*	XP_029217688.1	*	*
2	2	1	XP_003885438.1	*	XP_029217689.1	*	*
2	2	1	XP_003885437.1	*	XP_029217690.1	*	*
2	2	1	XP_003885433.1	*	XP_029217695.1	*	*
2	2	1	XP_003885432.1	*	XP_029217696.1	*	*
2	2	1	XP_003885429.1	*	XP_029217700.1	*	*
2	2	1	XP_003885428.1	*	XP_029217701.1	*	*
2	2	1	XP_003885427.1	*	XP_029217703.1	*	*
2	2	1	XP_003885426.1	*	XP_029217704.1	*	*
2	2	1	XP_003885425.1	*	XP_029217705.1	*	*
2	2	1	XP_003885424.1	*	XP_029217706.1	*	*
2	2	1	XP_003885420.1	*	XP_029217709.1	*	*
2	2	1	XP_003885419.1	*	XP_029217710.1	*	*
2	2	1	XP_003885418.1	*	XP_029217711.1	*	*
2	2	1	XP_003885417.1	*	XP_029217712.1	*	*
2	2	1	XP_003885511.1	*	XP_029217608.1	*	*
2	2	1	XP_003885500.1	*	XP_029217619.1	*	*
2	2	1	XP_003885502.1	*	XP_029217617.1	*	*
2	2	1	XP_003885503.1	*	XP_029217616.1	*	*
2	2	1	XP_003885505.1	*	XP_029217614.1	*	*
2	2	1	XP_003885506.1	*	XP_029217613.1	*	*
2	2	1	XP_003885508.1	*	XP_029217612.1	*	*
2	2	1	XP_003885509.1	*	XP_029217610.1	*	*
2	2	1	XP_003885510.1	*	XP_029217609.1	*	*
2	2	1	XP_003885499.1	*	XP_029217620.1	*	*
2	2	1	XP_003885512.1	*	XP_029217607.1	*	*
2	2	1	XP_003885513.1	*	XP_029217606.1	*	*
2	2	1	XP_003885514.1	*	XP_029217604.1	*	*
2	2	1	XP_003885515.1	*	XP_029217603.1	*	*
2	2	1	XP_003885516.1	*	XP_029217602.1	*	*
2	2	1	XP_003885518.1	*	XP_029217598.1	*	*
2	2	1	XP_003885519.1	*	XP_029217597.1	*	*
2	2	1	XP_003885410.1	*	XP_029219929.1	*	*
2	2	1	XP_003885496.1	*	XP_029217625.1	*	*
2	2	1	XP_003885492.1	*	XP_029217629.1	*	*
2	2	1	XP_003885491.1	*	XP_029217630.1	*	*
2	2	1	XP_003885490.1	*	XP_029217631.1	*	*
2	2	1	XP_003885489.1	*	XP_029217632.1	*	*
2	2	1	XP_003885485.1	*	XP_029217636.1	*	*
2	2	1	XP_003885484.1	*	XP_029217637.1	*	*
2	2	1	XP_003885483.1	*	XP_029217638.1	*	*
2	2	1	XP_003885482.1	*	XP_029217639.1	*	*
2	2	1	XP_003885481.1	*	XP_029217641.1	*	*
2	2	1	XP_003885480.1	*	XP_029217642.1	*	*
2	2	1	XP_003885478.1	*	XP_029217645.1	*	*
2	2	1	XP_003885477.1	*	XP_029217646.1	*	*
2	2	1	XP_003885471.1	*	XP_029217652.1	*	*
2	2	1	XP_003885470.1	*	XP_029217653.1	*	*
2	2	1	XP_003885345.1	*	XP_029218373.1	*	*
2	2	1	XP_003885331.1	*	XP_029218359.1	*	*
2	2	1	XP_003885334.1	*	XP_029218362.1	*	*
2	2	1	XP_003885336.1	*	XP_029218363.1	*	*
2	2	1	XP_003885337.1	*	XP_029218364.1	*	*
2	2	1	XP_003885339.1	*	XP_029218367.1	*	*
2	2	1	XP_003885340.1	*	XP_029218368.1	*	*
2	2	1	XP_003885341.1	*	XP_029218369.1	*	*
2	2	1	XP_003885344.1	*	XP_029218372.1	*	*
2	2	1	XP_003885330.1	*	XP_029218358.1	*	*
2	2	1	XP_003885346.1	*	XP_029218374.1	*	*
2	2	1	XP_003885349.1	*	XP_029218376.1	*	*
2	2	1	XP_003885350.1	*	XP_029218377.1	*	*
2	2	1	XP_003885352.1	*	XP_029218379.1	*	*
2	2	1	XP_003885355.1	*	XP_029218383.1	*	*
2	2	1	XP_003885356.1	*	XP_029218384.1	*	*
2	2	1	XP_003885357.1	*	XP_029218385.1	*	*
2	2	1	XP_003885358.1	*	XP_029218386.1	*	*
2	2	1	XP_003885329.1	*	XP_029218357.1	*	*
2	2	1	XP_003885327.1	*	XP_029218355.1	*	*
2	2	1	XP_003885326.1	*	XP_029218354.1	*	*
2	2	1	XP_003885324.1	*	XP_029218352.1	*	*
2	2	1	XP_003885322.1	*	XP_029218350.1	*	*
2	2	1	XP_003885320.1	*	XP_029218348.1	*	*
2	2	1	XP_003885319.1	*	XP_029218347.1	*	*
2	2	1	XP_003885318.1	*	XP_029218346.1	*	*
2	2	1	XP_003885317.1	*	XP_029218345.1	*	*
2	2	1	XP_003885316.1	*	XP_029218344.1	*	*
2	2	1	XP_003885315.1	*	XP_029218341.1	*	*
2	2	1	XP_003885314.1	*	XP_029218340.1	*	*
2	2	1	XP_003885313.1	*	XP_029218339.1	*	*
2	2	1	XP_003885311.1	*	XP_029218336.1	*	*
2	2	1	XP_003885310.1	*	XP_029218335.1	*	*
2	2	1	XP_003885397.1	*	XP_029219942.1	*	*
2	2	1	XP_003885386.1	*	XP_029215050.1	*	*
2	2	1	XP_003885388.1	*	XP_029215052.1	*	*
2	2	1	XP_003885390.1	*	XP_029219950.1	*	*
2	2	1	XP_003885391.1	*	XP_029219949.1	*	*
2	2	1	XP_003885392.1	*	XP_029219948.1	*	*
2	2	1	XP_003885394.1	*	XP_029219945.1	*	*
2	2	1	XP_003885395.1	*	XP_029219944.1	*	*
2	2	1	XP_003885396.1	*	XP_029219943.1	*	*
2	2	1	XP_003885385.1	*	XP_029215049.1	*	*
2	2	1	XP_003885399.1	*	XP_029219940.1	*	*
2	2	1	XP_003885402.1	*	XP_029219937.1	*	*
2	2	1	XP_003885403.1	*	XP_029219936.1	*	*
2	2	1	XP_003885405.1	*	XP_029219934.1	*	*
2	2	1	XP_003885406.1	*	XP_029219933.1	*	*
2	2	1	XP_003885407.1	*	XP_029219932.1	*	*
2	2	1	XP_003885408.1	*	XP_029219931.1	*	*
2	2	1	XP_003885520.1	*	XP_029217596.1	*	*
2	2	1	XP_003885384.1	*	XP_029215048.1	*	*
2	2	1	XP_003885383.1	*	XP_029215047.1	*	*
2	2	1	XP_003885382.1	*	XP_029215045.1	*	*
2	2	1	XP_003885381.1	*	XP_029214989.1	*	*
2	2	1	XP_003885379.1	*	XP_029218396.1	*	*
2	2	1	XP_003885378.1	*	XP_029218397.1	*	*
2	2	1	XP_003885372.1	*	XP_029218403.1	*	*
2	2	1	XP_003885370.1	*	XP_029218405.1	*	*
2	2	1	XP_003885368.1	*	XP_029218407.1	*	*
2	2	1	XP_003885365.1	*	XP_029218410.1	*	*
2	2	1	XP_003885363.1	*	XP_029218414.1	*	*
2	2	1	XP_003885362.1	*	XP_029218415.1	*	*
2	2	1	XP_003885361.1	*	XP_029218390.1	*	*
2	2	1	XP_003885360.1	*	XP_029218389.1	*	*
2	2	1	XP_003885359.1	*	XP_029218387.1	*	*
2	2	1	XP_003885689.1	*	XP_029221580.1	*	*
2	2	1	XP_003885669.1	*	XP_029221601.1	*	*
2	2	1	XP_003885673.1	*	XP_029221600.1	*	*
2	2	1	XP_003885674.1	*	XP_029221596.1	*	*
2	2	1	XP_003885675.1	*	XP_029221594.1	*	*
2	2	1	XP_003885676.1	*	XP_029221595.1	*	*
2	2	1	XP_003885679.1	*	XP_029221591.1	*	*
2	2	1	XP_003885680.1	*	XP_029221590.1	*	*
2	2	1	XP_003885683.1	*	XP_029221587.1	*	*
2	2	1	XP_003885668.1	*	XP_029221603.1	*	*
2	2	1	XP_003885690.1	*	XP_029221579.1	*	*
2	2	1	XP_003885691.1	*	XP_029221578.1	*	*
2	2	1	XP_003885692.1	*	XP_029221577.1	*	*
2	2	1	XP_003885694.1	*	XP_029221575.1	*	*
2	2	1	XP_003885695.1	*	XP_029221574.1	*	*
2	2	1	XP_003885696.1	*	XP_029221573.1	*	*
2	2	1	XP_003885697.1	*	XP_029221572.1	*	*
2	2	1	XP_003885698.1	*	XP_029221571.1	*	*
2	2	1	XP_003885667.1	*	XP_029221604.1	*	*
2	2	1	XP_003885666.1	*	XP_029221605.1	*	*
2	2	1	XP_003885664.1	*	XP_029221607.1	*	*
2	2	1	XP_003885662.1	*	XP_029221609.1	*	*
2	2	1	XP_003885661.1	*	XP_029221610.1	*	*
2	2	1	XP_003885660.1	*	XP_029221611.1	*	*
2	2	1	XP_003885659.1	*	XP_029221612.1	*	*
2	2	1	XP_003885657.1	*	XP_029221614.1	*	*
2	2	1	XP_003885656.1	*	XP_029221615.1	*	*
2	2	1	XP_003885655.1	*	XP_029221616.1	*	*
2	2	1	XP_003885649.1	*	XP_029221623.1	*	*
2	2	1	XP_003885648.1	*	XP_029221624.1	*	*
2	2	1	XP_003885647.1	*	XP_029221625.1	*	*
2	2	1	XP_003885646.1	*	XP_029221651.1	*	*
2	2	1	XP_003885644.1	*	XP_029221653.1	*	*
2	2	1	XP_003885748.1	*	XP_029221520.1	*	*
2	2	1	XP_003885732.1	*	XP_029221537.1	*	*
2	2	1	XP_003885733.1	*	XP_029221536.1	*	*
2	2	1	XP_003885737.1	*	XP_029221530.1	*	*
2	2	1	XP_003885739.1	*	XP_029221529.1	*	*
2	2	1	XP_003885741.1	*	XP_029221527.1	*	*
2	2	1	XP_003885743.1	*	XP_029221526.1	*	*
2	2	1	XP_003885744.1	*	XP_029221524.1	*	*
2	2	1	XP_003885746.1	*	XP_029221522.1	*	*
2	2	1	XP_003885729.1	*	XP_029221541.1	*	*
2	2	1	XP_003885749.1	*	XP_029221519.1	*	*
2	2	1	XP_003885750.1	*	XP_029221517.1	*	*
2	2	1	XP_003885751.1	*	XP_029221516.1	*	*
2	2	1	XP_003885753.1	*	XP_029221514.1	*	*
2	2	1	XP_003885754.1	*	XP_029221513.1	*	*
2	2	1	XP_003885755.1	*	XP_029221512.1	*	*
2	2	1	XP_003885756.1	*	XP_029221510.1	*	*
2	2	1	XP_003885639.1	*	XP_029221657.1	*	*
2	2	1	XP_003885727.1	*	XP_029221543.1	*	*
2	2	1	XP_003885725.1	*	XP_029221544.1	*	*
2	2	1	XP_003885724.1	*	XP_029221545.1	*	*
2	2	1	XP_003885720.1	*	XP_029221549.1	*	*
2	2	1	XP_003885717.1	*	XP_029221552.1	*	*
2	2	1	XP_003885716.1	*	XP_029221553.1	*	*
2	2	1	XP_003885715.1	*	XP_029221554.1	*	*
2	2	1	XP_003885714.1	*	XP_029221555.1	*	*
2	2	1	XP_003885713.1	*	XP_029221557.1	*	*
2	2	1	XP_003885712.1	*	XP_029221558.1	*	*
2	2	1	XP_003885708.1	*	XP_029221562.1	*	*
2	2	1	XP_003885704.1	*	XP_029221566.1	*	*
2	2	1	XP_003885702.1	*	XP_029221567.1	*	*
2	2	1	XP_003885701.1	*	XP_029221568.1	*	*
2	2	1	XP_003885700.1	*	XP_029221569.1	*	*
2	2	1	XP_003885563.1	*	XP_029218770.1	*	*
2	2	1	XP_003885551.1	*	XP_029218797.1	*	*
2	2	1	XP_003885553.1	*	XP_029218795.1	*	*
2	2	1	XP_003885555.1	*	XP_029218792.1	*	*
2	2	1	XP_003885556.1	*	XP_029218791.1	*	*
2	2	1	XP_003885557.1	*	XP_029218790.1	*	*
2	2	1	XP_003885558.1	*	XP_029218789.1	*	*
2	2	1	XP_003885560.1	*	XP_029218767.1	*	*
2	2	1	XP_003885562.1	*	XP_029218769.1	*	*
2	2	1	XP_003885549.1	*	XP_029217562.1	*	*
2	2	1	XP_003885564.1	*	XP_029218772.1	*	*
2	2	1	XP_003885566.1	*	XP_029218774.1	*	*
2	2	1	XP_003885567.1	*	XP_029218775.1	*	*
2	2	1	XP_003885568.1	*	XP_029218776.1	*	*
2	2	1	XP_003885569.1	*	XP_029218777.1	*	*
2	2	1	XP_003885573.1	*	XP_029218876.1	*	*
2	2	1	XP_003885574.1	*	XP_029218877.1	*	*
2	2	1	XP_003885575.1	*	XP_029218878.1	*	*
2	2	1	XP_003885545.1	*	XP_029217567.1	*	*
2	2	1	XP_003885544.1	*	XP_029217568.1	*	*
2	2	1	XP_003885542.1	*	XP_029217570.1	*	*
2	2	1	XP_003885541.1	*	XP_029217571.1	*	*
2	2	1	XP_003885538.1	*	XP_029217575.1	*	*
2	2	1	XP_003885536.1	*	XP_029217577.1	*	*
2	2	1	XP_003885535.1	*	XP_029217578.1	*	*
2	2	1	XP_003885534.1	*	XP_029217580.1	*	*
2	2	1	XP_003885533.1	*	XP_029217581.1	*	*
2	2	1	XP_003885531.1	*	XP_029217584.1	*	*
2	2	1	XP_003885530.1	*	XP_029217585.1	*	*
2	2	1	XP_003885529.1	*	XP_029217587.1	*	*
2	2	1	XP_003885524.1	*	XP_029217592.1	*	*
2	2	1	XP_003885523.1	*	XP_029217593.1	*	*
2	2	1	XP_003885522.1	*	XP_029217594.1	*	*
2	2	1	XP_003885605.1	*	XP_029218915.1	*	*
2	2	1	XP_003885638.1	*	XP_029221663.1	*	*
2	2	1	XP_003885637.1	*	XP_029221664.1	*	*
2	2	1	XP_003885635.1	*	XP_029221666.1	*	*
2	2	1	XP_003885634.1	*	XP_029221667.1	*	*
2	2	1	XP_003885629.1	*	XP_029218940.1	*	*
2	2	1	XP_003885625.1	*	XP_029218938.1	*	*
2	2	1	XP_003885623.1	*	XP_029218935.1	*	*
2	2	1	XP_003885621.1	*	XP_029218933.1	*	*
2	2	1	XP_003885618.1	*	XP_029218932.1	*	*
2	2	1	XP_003885616.1	*	XP_029218930.1	*	*
2	2	1	XP_003885615.1	*	XP_029218929.1	*	*
2	2	1	XP_003885612.1	*	XP_029218926.1	*	*
2	2	1	XP_003885610.1	*	XP_029218923.1	*	*
2	2	1	XP_003885609.1	*	XP_029218920.1	*	*
2	2	1	XP_003885607.1	*	XP_029218917.1	*	*
2	2	1	XP_003886201.1	*	XP_029222042.1	*	*
